X,playername,timestamp,accel_load_accum,distance_total,leftMaxForce,leftTorque,rightMaxForce,rightTorque,torque_difference,max_force_difference
296,PLAYER_755,9/3/2024,321.898542,2537.2583,NA,NA,NA,NA,NA,NA
297,PLAYER_755,9/4/2024,484.56627,3830.021849,NA,NA,NA,NA,NA,NA
298,PLAYER_755,9/5/2024,393.636114,3020.789927,NA,NA,NA,NA,NA,NA
299,PLAYER_755,9/6/2024,364.044503,2282.4358,NA,NA,NA,NA,NA,NA
300,PLAYER_755,9/10/2024,414.810725,3246.258671,NA,NA,NA,NA,NA,NA
301,PLAYER_755,9/11/2024,365.862398,2847.246096,NA,NA,NA,NA,NA,NA
302,PLAYER_755,9/12/2024,410.263823,3031.766067,NA,NA,NA,NA,NA,NA
303,PLAYER_755,9/13/2024,185.163593,1441.066339,NA,NA,NA,NA,NA,NA
304,PLAYER_755,9/13/2024,471.060107,3566.735484,NA,NA,NA,NA,NA,NA
305,PLAYER_755,9/16/2024,467.995014,3580.380494,NA,NA,NA,NA,NA,NA
306,PLAYER_755,9/17/2024,530.168227,4165.865789,NA,NA,NA,NA,NA,NA
307,PLAYER_755,9/18/2024,453.445419,3466.157204,NA,NA,NA,NA,NA,NA
308,PLAYER_755,9/23/2024,824.948422,6338.551829,NA,NA,NA,NA,NA,NA
309,PLAYER_755,9/24/2024,856.720745,5686.171575,NA,NA,NA,NA,NA,NA
310,PLAYER_755,9/26/2024,686.995061,4935.385841,NA,NA,NA,NA,NA,NA
311,PLAYER_755,9/27/2024,658.166545,4658.253813,NA,NA,NA,NA,NA,NA
312,PLAYER_755,9/28/2024,13.520946,40.892694,NA,NA,NA,NA,NA,NA
313,PLAYER_755,9/28/2024,641.087922,4612.358575,NA,NA,NA,NA,NA,NA
314,PLAYER_755,9/30/2024,784.529291,5749.575138,NA,NA,NA,NA,NA,NA
315,PLAYER_755,10/1/2024,779.295298,5613.691527,NA,NA,NA,NA,NA,NA
316,PLAYER_755,10/3/2024,883.582853,6532.399957,NA,NA,NA,NA,NA,NA
317,PLAYER_755,10/4/2024,656.303655,4786.221861,NA,NA,NA,NA,NA,NA
318,PLAYER_755,10/5/2024,660.963409,4714.802528,NA,NA,NA,NA,NA,NA
319,PLAYER_755,10/7/2024,834.524902,NA,NA,NA,NA,NA,NA,NA
320,PLAYER_755,10/8/2024,503.081935,3527.495124,NA,NA,NA,NA,NA,NA
321,PLAYER_755,10/9/2024,963.440186,NA,NA,NA,NA,NA,NA,NA
322,PLAYER_755,10/10/2024,767.402606,5577.36792,NA,NA,NA,NA,NA,NA
323,PLAYER_755,10/14/2024,514.681019,3756.632964,NA,NA,NA,NA,NA,NA
324,PLAYER_755,10/15/2024,893.161777,6502.096063,NA,NA,NA,NA,NA,NA
325,PLAYER_755,10/16/2024,945.039324,7114.671502,NA,NA,NA,NA,NA,NA
326,PLAYER_755,10/17/2024,634.21229,4726.480302,NA,NA,NA,NA,NA,NA
327,PLAYER_755,10/18/2024,633.075568,4319.987269,NA,NA,NA,NA,NA,NA
328,PLAYER_755,10/21/2024,535.011177,3664.110712,NA,NA,NA,NA,NA,NA
329,PLAYER_755,10/22/2024,581.492666,3970.186468,NA,NA,NA,NA,NA,NA
330,PLAYER_755,10/24/2024,701.296538,5031.120855,NA,NA,NA,NA,NA,NA
331,PLAYER_755,10/25/2024,714.011798,5382.642733,NA,NA,NA,NA,NA,NA
332,PLAYER_755,10/26/2024,427.179801,2533.332809,NA,NA,NA,NA,NA,NA
333,PLAYER_755,10/29/2024,800.645374,5583.492834,NA,NA,NA,NA,NA,NA
334,PLAYER_755,10/30/2024,815.074929,6000.694206,NA,NA,NA,NA,NA,NA
335,PLAYER_755,11/1/2024,748.437962,5393.900956,NA,NA,NA,NA,NA,NA
336,PLAYER_755,11/2/2024,752.479283,5225.305494,NA,NA,NA,NA,NA,NA
337,PLAYER_755,11/5/2024,592.888836,3705.205243,NA,NA,NA,NA,NA,NA
338,PLAYER_755,11/7/2024,342.921649,2194.149654,NA,NA,NA,NA,NA,NA
339,PLAYER_755,11/9/2024,695.098474,5121.792964,NA,NA,NA,NA,NA,NA
340,PLAYER_755,11/10/2024,529.115144,3985.68469,NA,NA,NA,NA,NA,NA
341,PLAYER_755,11/11/2024,603.774775,4036.587946,NA,NA,NA,NA,NA,NA
342,PLAYER_755,11/13/2024,678.324824,4961.940917,NA,NA,NA,NA,NA,NA
343,PLAYER_755,11/14/2024,779.605506,5941.255873,NA,NA,NA,NA,NA,NA
344,PLAYER_755,11/15/2024,653.692457,5010.279909,NA,NA,NA,NA,NA,NA
345,PLAYER_755,11/16/2024,579.029547,4315.94419,NA,NA,NA,NA,NA,NA
346,PLAYER_755,11/18/2024,780.989797,5566.110444,NA,NA,NA,NA,NA,NA
347,PLAYER_755,11/19/2024,722.082791,5233.506779,NA,NA,NA,NA,NA,NA
348,PLAYER_755,11/20/2024,305.782943,1882.1553,NA,NA,NA,NA,NA,NA
349,PLAYER_755,11/20/2024,626.243519,4611.89302,NA,NA,NA,NA,NA,NA
350,PLAYER_755,11/21/2024,254.378815,1647.225317,NA,NA,NA,NA,NA,NA
351,PLAYER_755,11/21/2024,506.820013,3440.119831,NA,NA,NA,NA,NA,NA
352,PLAYER_755,11/22/2024,306.090875,1851.315407,NA,NA,NA,NA,NA,NA
353,PLAYER_755,11/22/2024,735.519987,4958.467904,NA,NA,NA,NA,NA,NA
354,PLAYER_755,11/23/2024,658.008616,4786.239449,NA,NA,NA,NA,NA,NA
355,PLAYER_755,11/25/2024,721.678739,4622.218982,NA,NA,NA,NA,NA,NA
356,PLAYER_755,11/27/2024,526.284374,3426.692938,NA,NA,NA,NA,NA,NA
357,PLAYER_755,11/29/2024,600.872304,4017.228026,NA,NA,NA,NA,NA,NA
358,PLAYER_755,11/30/2024,439.315176,2828.625933,NA,NA,NA,NA,NA,NA
359,PLAYER_755,12/1/2024,669.850243,4613.508977,NA,NA,NA,NA,NA,NA
360,PLAYER_755,12/2/2024,330.892774,2094.866264,NA,NA,NA,NA,NA,NA
361,PLAYER_755,12/3/2024,667.716624,4574.062975,NA,NA,NA,NA,NA,NA
362,PLAYER_755,12/5/2024,774.053043,5700.600546,NA,NA,NA,NA,NA,NA
363,PLAYER_755,12/7/2024,634.676726,4117.646199,NA,NA,NA,NA,NA,NA
364,PLAYER_755,12/9/2024,338.185967,2218.460307,NA,NA,NA,NA,NA,NA
365,PLAYER_755,12/10/2024,805.003299,5509.937893,NA,NA,NA,NA,NA,NA
366,PLAYER_755,12/12/2024,869.668443,6110.618158,NA,NA,NA,NA,NA,NA
367,PLAYER_755,12/14/2024,710.066947,4627.677589,NA,NA,NA,NA,NA,NA
368,PLAYER_755,12/16/2024,581.315387,3862.608781,NA,NA,NA,NA,NA,NA
369,PLAYER_755,12/17/2024,723.470789,5013.810725,NA,NA,NA,NA,NA,NA
370,PLAYER_755,12/19/2024,433.005658,3135.249752,NA,NA,NA,NA,NA,NA
371,PLAYER_755,12/20/2024,439.277486,3076.537924,NA,NA,NA,NA,NA,NA
372,PLAYER_755,12/20/2024,52.205581,212.787446,NA,NA,NA,NA,NA,NA
373,PLAYER_755,12/21/2024,606.418867,4194.711743,NA,NA,NA,NA,NA,NA
374,PLAYER_755,12/27/2024,706.34178,4640.203022,NA,NA,NA,NA,NA,NA
375,PLAYER_755,12/29/2024,592.086328,4049.501203,NA,NA,NA,NA,NA,NA
376,PLAYER_755,12/31/2024,722.79348,4650.059651,NA,NA,NA,NA,NA,NA
377,PLAYER_755,1/1/2025,495.034748,3363.684085,NA,NA,NA,NA,NA,NA
378,PLAYER_755,1/2/2025,513.139711,3397.417196,NA,NA,NA,NA,NA,NA
379,PLAYER_755,1/4/2025,501.745543,3483.712932,NA,NA,NA,NA,NA,NA
380,PLAYER_755,1/6/2025,311.984785,2227.300799,NA,NA,NA,NA,NA,NA
381,PLAYER_755,1/6/2025,214.673155,1455.851264,NA,NA,NA,NA,NA,NA
382,PLAYER_755,1/7/2025,763.23148,5083.630612,NA,NA,NA,NA,NA,NA
383,PLAYER_755,1/8/2025,608.895377,4224.869549,NA,NA,NA,NA,NA,NA
384,PLAYER_755,1/9/2025,463.703593,3347.68687,NA,NA,NA,NA,NA,NA
385,PLAYER_755,1/11/2025,674.22315,5063.31038,NA,NA,NA,NA,NA,NA
386,PLAYER_755,1/13/2025,471.351394,3416.021431,NA,NA,NA,NA,NA,NA
387,PLAYER_755,1/14/2025,795.402223,5602.303377,NA,NA,NA,NA,NA,NA
388,PLAYER_755,1/15/2025,615.32832,4245.325346,NA,NA,NA,NA,NA,NA
389,PLAYER_755,1/16/2025,661.264159,4548.551016,NA,NA,NA,NA,NA,NA
390,PLAYER_755,1/18/2025,636.237072,4201.36599,NA,NA,NA,NA,NA,NA
391,PLAYER_755,1/20/2025,383.522141,2620.538243,NA,NA,NA,NA,NA,NA
392,PLAYER_755,1/21/2025,604.891336,3944.519605,NA,NA,NA,NA,NA,NA
393,PLAYER_755,1/22/2025,497.08523,3458.366323,NA,NA,NA,NA,NA,NA
394,PLAYER_755,1/23/2025,598.586614,4397.04173,NA,NA,NA,NA,NA,NA
395,PLAYER_755,1/24/2025,349.56728,2387.814488,NA,NA,NA,NA,NA,NA
396,PLAYER_755,1/25/2025,639.649757,4670.356757,NA,NA,NA,NA,NA,NA
397,PLAYER_755,1/28/2025,661.728883,4868.653023,NA,NA,NA,NA,NA,NA
398,PLAYER_755,1/29/2025,464.373424,3159.825273,NA,NA,NA,NA,NA,NA
399,PLAYER_755,1/30/2025,697.791513,4852.252193,NA,NA,NA,NA,NA,NA
400,PLAYER_755,2/1/2025,526.936065,3543.66196,NA,NA,NA,NA,NA,NA
401,PLAYER_755,2/3/2025,398.841866,3015.695926,NA,NA,NA,NA,NA,NA
402,PLAYER_755,2/4/2025,708.61912,4896.954449,NA,NA,NA,NA,NA,NA
403,PLAYER_755,2/5/2025,542.341474,3618.715904,NA,NA,NA,NA,NA,NA
404,PLAYER_755,2/6/2025,610.434252,4183.234598,NA,NA,NA,NA,NA,NA
405,PLAYER_755,2/8/2025,816.040429,5876.572004,NA,NA,NA,NA,NA,NA
406,PLAYER_755,2/10/2025,508.54553,3740.195193,NA,NA,NA,NA,NA,NA
407,PLAYER_755,2/11/2025,494.711948,3328.503837,NA,NA,NA,NA,NA,NA
408,PLAYER_755,2/12/2025,488.134412,3474.962957,NA,NA,NA,NA,NA,NA
409,PLAYER_755,2/13/2025,556.286081,4099.849276,NA,NA,NA,NA,NA,NA
410,PLAYER_755,2/15/2025,610.117318,4246.510928,NA,NA,NA,NA,NA,NA
411,PLAYER_755,2/17/2025,477.450327,3416.526446,NA,NA,NA,NA,NA,NA
412,PLAYER_755,2/18/2025,693.731319,4924.216134,NA,NA,NA,NA,NA,NA
413,PLAYER_755,2/20/2025,701.307808,5164.059045,NA,NA,NA,NA,NA,NA
414,PLAYER_755,2/21/2025,459.335598,3417.920159,NA,NA,NA,NA,NA,NA
415,PLAYER_755,2/22/2025,671.211756,4556.830861,NA,NA,NA,NA,NA,NA
416,PLAYER_755,3/1/2025,688.586656,4812.715372,NA,NA,NA,NA,NA,NA
417,PLAYER_755,3/24/2025,521.653308,3189.46325,NA,NA,NA,NA,NA,NA
418,PLAYER_755,3/25/2025,515.347816,3166.354145,NA,NA,NA,NA,NA,NA
419,PLAYER_755,3/25/2025,1.954662,0.02895,NA,NA,NA,NA,NA,NA
420,PLAYER_755,3/28/2025,538.589631,3875.57905,NA,NA,NA,NA,NA,NA
421,PLAYER_755,3/28/2025,535.911627,3846.874166,NA,NA,NA,NA,NA,NA
422,PLAYER_755,3/31/2025,606.069872,4220.599923,NA,NA,NA,NA,NA,NA
423,PLAYER_755,4/1/2025,582.221324,4403.457919,NA,NA,NA,NA,NA,NA
424,PLAYER_755,4/2/2025,560.531155,4014.283793,NA,NA,NA,NA,NA,NA
425,PLAYER_755,4/4/2025,NA,NA,370.5,195.06825,298.75,157.291875,37.776375,71.75
426,PLAYER_755,4/7/2025,657.801105,4819.825317,NA,NA,NA,NA,NA,NA
427,PLAYER_755,4/8/2025,576.9452,4093.774876,NA,NA,NA,NA,NA,NA
428,PLAYER_755,4/10/2025,661.07072,4576.432171,NA,NA,NA,NA,NA,NA
429,PLAYER_755,4/11/2025,602.647882,4502.4819,NA,NA,NA,NA,NA,NA
430,PLAYER_755,4/14/2025,580.946416,4073.048973,NA,NA,NA,NA,NA,NA
431,PLAYER_755,4/15/2025,607.809836,4149.868158,NA,NA,NA,NA,NA,NA
432,PLAYER_755,4/17/2025,531.335955,3620.152611,NA,NA,NA,NA,NA,NA
433,PLAYER_755,4/18/2025,602.871193,4051.481435,NA,NA,NA,NA,NA,NA
434,PLAYER_755,4/21/2025,503.976879,3303.016862,NA,NA,NA,NA,NA,NA
435,PLAYER_755,4/22/2025,542.636963,3700.388243,NA,NA,NA,NA,NA,NA
436,PLAYER_755,4/24/2025,9.248824,72.070706,NA,NA,NA,NA,NA,NA
437,PLAYER_755,4/28/2025,473.671317,3288.655253,NA,NA,NA,NA,NA,NA
438,PLAYER_755,4/29/2025,595.378436,3544.260531,NA,NA,NA,NA,NA,NA
439,PLAYER_755,5/1/2025,579.308901,3952.369049,NA,NA,NA,NA,NA,NA
440,PLAYER_755,6/23/2025,NA,NA,421.5,221.91975,345.5,181.90575,40.014,76
441,PLAYER_755,6/23/2025,437.802801,3012.864661,NA,NA,NA,NA,NA,NA
442,PLAYER_755,6/24/2025,495.054459,3258.840222,NA,NA,NA,NA,NA,NA
443,PLAYER_755,6/25/2025,526.421091,3379.225341,NA,NA,NA,NA,NA,NA
444,PLAYER_755,6/26/2025,613.187658,4224.319945,NA,NA,NA,NA,NA,NA
445,PLAYER_755,6/30/2025,576.367728,4183.183512,NA,NA,NA,NA,NA,NA
446,PLAYER_755,7/1/2025,471.590279,3295.430544,NA,NA,NA,NA,NA,NA
447,PLAYER_755,7/2/2025,536.480886,3499.954831,NA,NA,NA,NA,NA,NA
448,PLAYER_755,7/3/2025,555.167801,3768.181192,NA,NA,NA,NA,NA,NA
449,PLAYER_755,7/8/2025,498.780859,3470.712812,NA,NA,NA,NA,NA,NA
450,PLAYER_755,7/9/2025,541.642845,3777.660106,NA,NA,NA,NA,NA,NA
451,PLAYER_755,7/10/2025,616.222413,4381.964927,NA,NA,NA,NA,NA,NA
452,PLAYER_755,7/14/2025,401.834167,2793.147611,NA,NA,NA,NA,NA,NA
453,PLAYER_755,7/15/2025,547.356177,3921.897562,NA,NA,NA,NA,NA,NA
454,PLAYER_755,7/16/2025,425.890422,2946.287797,NA,NA,NA,NA,NA,NA
455,PLAYER_755,7/18/2025,275.442357,2574.517258,NA,NA,NA,NA,NA,NA
456,PLAYER_755,7/21/2025,543.432941,3816.666622,NA,NA,NA,NA,NA,NA
457,PLAYER_755,7/22/2025,700.933857,5379.424783,NA,NA,NA,NA,NA,NA
458,PLAYER_755,7/23/2025,518.143134,3667.807001,NA,NA,NA,NA,NA,NA
459,PLAYER_755,7/24/2025,539.645426,3768.091976,NA,NA,NA,NA,NA,NA
460,PLAYER_755,8/4/2025,531.085121,3754.706154,NA,NA,NA,NA,NA,NA
461,PLAYER_755,8/5/2025,471.809498,3461.136897,NA,NA,NA,NA,NA,NA
462,PLAYER_755,8/6/2025,448.326085,3144.120883,NA,NA,NA,NA,NA,NA
463,PLAYER_755,9/3/2025,490.577285,3625.477239,NA,NA,NA,NA,NA,NA
464,PLAYER_755,9/4/2025,57.498649,378.373215,NA,NA,NA,NA,NA,NA
465,PLAYER_755,9/4/2025,474.815061,3520.513743,NA,NA,NA,NA,NA,NA
466,PLAYER_755,9/5/2025,NA,NA,386,203.229,300.25,158.081625,45.147375,85.75
467,PLAYER_755,9/5/2025,344.297804,2506.946001,NA,NA,NA,NA,NA,NA
468,PLAYER_755,9/8/2025,450.069313,3135.840367,NA,NA,NA,NA,NA,NA
469,PLAYER_755,9/9/2025,47.829881,340.962551,NA,NA,NA,NA,NA,NA
470,PLAYER_755,9/9/2025,448.900186,3084.920958,NA,NA,NA,NA,NA,NA
471,PLAYER_755,9/10/2025,492.147262,3426.942893,NA,NA,NA,NA,NA,NA
472,PLAYER_755,9/11/2025,88.436091,542.218415,NA,NA,NA,NA,NA,NA
473,PLAYER_755,9/11/2025,414.605922,2714.045251,NA,NA,NA,NA,NA,NA
474,PLAYER_755,9/15/2025,526.037414,4032.598248,NA,NA,NA,NA,NA,NA
475,PLAYER_755,9/16/2025,479.659725,3247.871601,NA,NA,NA,NA,NA,NA
476,PLAYER_755,9/18/2025,500.323007,3401.126381,NA,NA,NA,NA,NA,NA
477,PLAYER_755,9/19/2025,361.230844,2429.737182,NA,NA,NA,NA,NA,NA
478,PLAYER_755,9/22/2025,695.680254,4810.106676,NA,NA,NA,NA,NA,NA
479,PLAYER_755,9/23/2025,649.082078,4396.199096,NA,NA,NA,NA,NA,NA
480,PLAYER_755,9/24/2025,625.03476,4173.682234,NA,NA,NA,NA,NA,NA
481,PLAYER_755,9/26/2025,751.059326,4915.207234,NA,NA,NA,NA,NA,NA
482,PLAYER_755,9/27/2025,769.364384,5551.822615,NA,NA,NA,NA,NA,NA
483,PLAYER_755,9/29/2025,690.421775,4875.490821,NA,NA,NA,NA,NA,NA
484,PLAYER_755,9/30/2025,31.058343,230.091197,NA,NA,NA,NA,NA,NA
485,PLAYER_755,9/30/2025,616.577183,3942.701606,NA,NA,NA,NA,NA,NA
486,PLAYER_755,10/1/2025,667.906275,4842.264449,NA,NA,NA,NA,NA,NA
487,PLAYER_755,10/3/2025,632.320221,4192.196832,NA,NA,NA,NA,NA,NA
488,PLAYER_755,10/4/2025,548.889794,3900.037734,NA,NA,NA,NA,NA,NA
489,PLAYER_755,10/6/2025,581.138491,3713.931525,NA,NA,NA,NA,NA,NA
490,PLAYER_755,10/7/2025,676.151363,4572.447364,NA,NA,NA,NA,NA,NA
491,PLAYER_755,10/9/2025,805.358804,5412.466932,NA,NA,NA,NA,NA,NA
492,PLAYER_755,10/10/2025,549.277451,4093.136119,NA,NA,NA,NA,NA,NA
493,PLAYER_755,10/13/2025,710.558803,4843.197732,NA,NA,NA,NA,NA,NA
494,PLAYER_755,10/14/2025,623.876374,4048.952766,NA,NA,NA,NA,NA,NA
495,PLAYER_755,10/15/2025,607.8273,4132.099523,NA,NA,NA,NA,NA,NA
496,PLAYER_755,10/17/2025,664.880367,4360.355708,NA,NA,NA,NA,NA,NA
497,PLAYER_755,10/18/2025,679.685801,4143.092499,NA,NA,NA,NA,NA,NA
498,PLAYER_755,10/20/2025,880.723385,5753.34962,NA,NA,NA,NA,NA,NA
