,playername,timestamp,leftMaxForce,leftTorque,rightMaxForce,rightTorque
0,PLAYER_1006,2023-11-09 17:40:46,320.0,133.92,224.5,93.95325
1,PLAYER_1006,2023-11-20 15:36:04,357.25,149.509125,291.5,121.99275
2,PLAYER_1006,2023-11-20 15:36:52,329.25,137.791125,271.75,113.727375
3,PLAYER_1006,2023-11-28 16:56:54,300.0,125.55,239.0,100.0215
4,PLAYER_1006,2023-11-30 17:33:31,359.25,150.346125,296.0,123.876
5,PLAYER_1006,2023-12-12 17:16:28,347.25,145.324125,269.0,112.5765
6,PLAYER_1006,2023-12-12 17:21:51,356.5,149.19525,292.0,122.202
7,PLAYER_1006,2023-12-12 17:27:34,351.5,147.10275,313.5,131.19975
8,PLAYER_1006,2024-01-18 19:10:47,318.75,133.396875,306.75,128.374875
9,PLAYER_1006,2024-04-02 16:55:52,367.25,,242.75,
