,playername,timestamp,leftMaxForce,leftTorque,rightMaxForce,rightTorque
0,PLAYER_566,2024-01-23 15:32:42,521.25,213.451875,443.75,181.715625
1,PLAYER_566,2024-03-08 14:55:31,503.0,205.9785,456.75,187.039125
2,PLAYER_566,2024-03-19 11:10:39,474.5,194.30775,515.0,210.8925
3,PLAYER_566,2024-06-06 14:54:05,450.75,184.582125,499.0,204.3405
4,PLAYER_566,2024-07-03 15:44:54,569.25,238.231125,446.25,186.755625
5,PLAYER_566,2024-07-12 13:57:22,499.5,209.04075,444.0,185.814
6,PLAYER_566,2025-01-22 13:44:11,560.25,234.464625,430.0,179.955
7,PLAYER_566,2025-02-24 15:27:16,474.5,198.57825,529.0,221.3865
8,PLAYER_566,2025-06-09 16:18:52,498.75,208.726875,455.75,190.731375
9,PLAYER_566,2025-07-02 15:26:44,523.75,219.189375,445.5,186.44175
