,playername,timestamp,leftMaxForce,leftTorque,rightMaxForce,rightTorque
0,PLAYER_527,2021-11-30 15:41:22,261.75,102.475125,254.5,99.63675
1,PLAYER_527,2022-01-18 15:36:39,276.25,108.151875,258.5,101.20275
2,PLAYER_527,2022-08-29 13:24:06,261.0,102.1815,260.5,101.98575
3,PLAYER_527,2022-09-08 13:15:34,248.25,103.892625,259.25,108.496125
4,PLAYER_527,2022-09-20 13:26:03,262.75,109.960875,252.25,105.566625
5,PLAYER_527,2022-11-17 14:54:59,292.5,114.51375,297.75,116.569125
6,PLAYER_527,2023-04-18 13:16:35,300.0,125.55,235.5,98.55675
7,PLAYER_527,2023-08-31 13:07:54,296.5,137.42775,259.75,120.394125
8,PLAYER_527,2023-11-06 17:58:42,292.0,135.342,246.5,114.25275
9,PLAYER_527,2023-11-28 16:59:17,292.5,135.57375,296.0,137.196
10,PLAYER_527,2023-12-13 18:31:32,331.0,153.4185,302.75,140.324625
11,PLAYER_527,2024-01-18 18:08:51,280.0,129.78,292.75,135.689625
12,PLAYER_527,2024-04-02 16:49:53,282.5,,274.0,
