,playername,timestamp,leftMaxForce,leftTorque,rightMaxForce,rightTorque
0,PLAYER_1061,2022-04-12 14:56:21,530.5,231.56325,452.25,197.407125
1,PLAYER_1061,2023-01-23 15:57:41,528.5,230.69025,554.25,241.930125
2,PLAYER_1061,2023-02-16 15:25:21,524.25,228.835125,542.25,236.692125
3,PLAYER_1061,2023-03-10 16:01:23,302.75,132.150375,599.5,261.68175
4,PLAYER_1061,2023-05-22 13:37:32,659.25,287.762625,570.0,248.805
5,PLAYER_1061,2023-06-05 14:03:01,530.5,241.11225,558.25,253.724625
6,PLAYER_1061,2023-07-31 17:18:07,390.75,170.562375,362.0,158.013
7,PLAYER_1061,2023-08-20 20:46:26,410.0,178.965,362.75,158.340375
8,PLAYER_1061,2023-09-02 11:29:56,377.25,171.460125,329.0,149.5305
9,PLAYER_1061,2024-01-30 15:32:24,621.25,282.358125,460.0,209.07
10,PLAYER_1061,2024-03-07 15:23:23,665.75,302.583375,595.75,270.768375
11,PLAYER_1061,2024-07-03 15:52:54,579.25,268.482375,559.5,259.32825
12,PLAYER_1061,2024-07-12 13:46:06,656.0,304.056,526.0,243.801
13,PLAYER_1061,2024-07-26 13:24:59,648.5,300.57975,627.5,290.84625
