,playername,timestamp,leftMaxForce,leftTorque,rightMaxForce,rightTorque
0,PLAYER_1249,2021-11-30 15:47:27,260.5,111.36375,260.75,111.470625
1,PLAYER_1249,2022-01-18 16:01:52,317.75,135.838125,320.0,136.8
2,PLAYER_1249,2022-08-26 14:56:07,332.5,142.14375,327.0,139.7925
3,PLAYER_1249,2022-09-06 13:23:21,314.0,134.235,321.75,137.548125
4,PLAYER_1249,2023-01-21 18:19:16,270.75,115.745625,323.5,138.29625
5,PLAYER_1249,2023-02-14 14:38:30,306.25,130.921875,343.0,146.6325
6,PLAYER_1249,2023-04-24 15:40:45,307.25,131.349375,335.25,143.319375
7,PLAYER_1249,2023-05-09 13:43:02,350.0,149.625,361.0,154.3275
8,PLAYER_1249,2023-08-24 17:32:57,256.25,109.546875,275.0,117.5625
9,PLAYER_1249,2023-11-06 17:49:33,352.25,150.586875,280.5,119.91375
10,PLAYER_1249,2023-11-28 16:54:06,223.75,95.653125,206.5,88.27875
11,PLAYER_1249,2023-11-30 17:26:52,367.0,156.8925,317.75,135.838125
12,PLAYER_1249,2024-01-18 18:08:28,303.25,129.639375,275.75,117.883125
13,PLAYER_1249,2024-04-02 16:48:58,281.0,,264.5,
14,PLAYER_1249,2025-01-16 22:46:29,330.25,141.181875,356.25,152.296875
