,timestamp,metric,value,playername,team
21517,2024-10-08 11:06:06,leftMaxForce,593.75,PLAYER_722,Football
21518,2024-10-08 11:06:06,leftTorque,275.203125,PLAYER_722,Football
21519,2024-10-08 11:06:06,rightMaxForce,482.0,PLAYER_722,Football
21520,2024-10-08 11:06:06,rightTorque,223.407,PLAYER_722,Football
21521,2024-07-26 13:30:36,leftMaxForce,519.75,PLAYER_722,Football
21522,2024-07-26 13:30:36,leftTorque,240.904125,PLAYER_722,Football
21523,2024-07-26 13:30:36,rightMaxForce,505.0,PLAYER_722,Football
21524,2024-07-26 13:30:36,rightTorque,234.0675,PLAYER_722,Football
21525,2024-07-12 14:12:13,leftMaxForce,511.75,PLAYER_722,Football
21526,2024-07-12 14:12:13,leftTorque,237.196125,PLAYER_722,Football
21527,2024-07-12 14:12:13,rightMaxForce,449.5,PLAYER_722,Football
21528,2024-07-12 14:12:13,rightTorque,208.34325,PLAYER_722,Football
