,playername,timestamp,leftMaxForce,leftTorque,rightMaxForce,rightTorque
0,PLAYER_525,2022-08-23 20:49:26,254.5,113.37975,339.75,151.358625
1,PLAYER_525,2022-09-08 20:56:51,372.5,165.94875,364.5,162.38475
2,PLAYER_525,2023-01-11 15:46:11,444.75,198.136125,376.0,167.508
3,PLAYER_525,2023-01-24 21:12:13,398.5,177.53175,379.25,168.955875
4,PLAYER_525,2023-08-28 20:25:46,434.25,193.458375,451.25,201.031875
5,PLAYER_525,2023-09-05 20:55:31,450.75,200.809125,403.25,179.647875
6,PLAYER_525,2024-01-23 21:37:23,543.25,242.017875,478.75,213.283125
7,PLAYER_525,2024-01-23 21:37:43,524.25,233.553375,434.25,193.458375
8,PLAYER_525,2024-09-09 11:13:24,482.25,214.842375,471.75,210.164625
9,PLAYER_525,2025-01-08 21:13:22,561.0,249.9255,558.0,248.589
10,PLAYER_525,2025-09-08 12:34:54,494.25,220.188375,431.5,192.23325
