,playername,timestamp,leftMaxForce,leftTorque,rightMaxForce,rightTorque
0,PLAYER_1238,2022-03-24 14:29:09,451.25,209.154375,429.5,199.07325
1,PLAYER_1238,2023-01-23 13:32:30,472.0,218.772,451.0,209.0385
2,PLAYER_1238,2023-02-16 13:29:42,457.0,211.8195,450.5,208.80675
3,PLAYER_1238,2023-04-28 14:17:28,548.5,259.16625,502.0,237.195
4,PLAYER_1238,2023-05-22 13:49:10,623.25,288.876375,552.0,255.852
5,PLAYER_1238,2023-06-15 13:44:26,491.5,227.81025,466.25,216.106875
6,PLAYER_1238,2023-06-29 13:51:08,537.25,249.015375,513.5,238.00725
7,PLAYER_1238,2023-07-11 13:37:11,578.75,268.250625,508.75,235.805625
8,PLAYER_1238,2024-01-30 13:34:04,598.25,277.288875,480.5,222.71175
9,PLAYER_1238,2024-03-07 13:15:01,620.75,287.717625,569.5,263.96325
10,PLAYER_1238,2024-07-03 15:33:04,583.25,270.336375,472.5,219.00375
11,PLAYER_1238,2024-07-12 13:55:54,660.0,305.91,562.25,260.602875
12,PLAYER_1238,2024-07-26 13:18:31,633.5,293.62725,541.0,250.7535
