,playername,timestamp,leftMaxForce,leftTorque,rightMaxForce,rightTorque
0,PLAYER_612,2022-08-10 14:30:26,473.25,206.573625,443.5,193.58775
1,PLAYER_612,2023-01-27 21:28:42,454.5,198.38925,453.75,198.061875
2,PLAYER_612,2023-02-15 21:41:44,545.0,237.8925,477.5,208.42875
3,PLAYER_612,2023-03-10 21:28:55,513.0,223.9245,540.5,235.92825
4,PLAYER_612,2023-03-27 20:28:33,533.0,232.6545,519.0,226.5435
5,PLAYER_612,2023-04-14 20:17:23,526.75,229.926375,465.25,203.081625
6,PLAYER_612,2023-04-24 20:13:04,376.5,164.34225,361.75,157.903875
7,PLAYER_612,2023-08-17 15:36:19,298.5,130.29525,369.75,161.395875
8,PLAYER_612,2024-02-06 20:25:09,535.75,233.854875,507.75,221.632875
9,PLAYER_612,2024-04-22 20:32:42,538.5,235.05525,524.5,228.94425
