,playername,timestamp,leftMaxForce,leftTorque,rightMaxForce,rightTorque
0,PLAYER_207,2022-01-31 15:01:43,324.75,141.753375,342.25,149.392125
1,PLAYER_207,2022-04-12 16:14:20,313.5,136.84275,328.75,143.499375
2,PLAYER_207,2022-08-30 14:35:38,320.0,139.68,365.0,159.3225
3,PLAYER_207,2022-09-20 14:35:01,307.5,134.22375,340.75,148.737375
4,PLAYER_207,2022-10-04 14:11:39,311.0,135.7515,350.25,152.884125
5,PLAYER_207,2022-10-25 14:23:08,301.25,131.495625,323.25,141.098625
6,PLAYER_207,2022-11-17 15:20:04,279.5,122.00175,337.75,147.427875
7,PLAYER_207,2023-01-24 15:17:31,317.5,138.58875,346.25,151.138125
8,PLAYER_207,2023-08-31 14:20:14,394.5,172.19925,242.75,105.960375
9,PLAYER_207,2023-10-17 12:22:19,279.5,122.00175,261.25,114.035625
10,PLAYER_207,2023-10-17 12:23:30,443.0,193.3695,270.25,117.964125
11,PLAYER_207,2023-11-02 14:32:32,407.0,177.6555,272.5,118.94625
12,PLAYER_207,2023-11-07 15:58:21,399.5,174.38175,269.0,117.4185
13,PLAYER_207,2023-11-07 15:58:53,246.25,107.488125,217.75,95.047875
14,PLAYER_207,2023-11-30 15:34:48,273.75,119.491875,311.5,135.96975
15,PLAYER_207,2023-11-30 15:35:53,398.25,173.836125,285.0,124.4025
16,PLAYER_207,2023-12-11 19:08:41,416.0,181.584,275.25,120.146625
17,PLAYER_207,2023-12-11 19:11:02,389.75,170.125875,268.75,117.309375
