,playername,timestamp,leftMaxForce,leftTorque,rightMaxForce,rightTorque
0,PLAYER_547,2023-04-28 14:05:10,678.75,363.470625,597.25,319.827375
1,PLAYER_547,2023-05-22 13:33:47,577.25,309.117375,418.0,223.839
2,PLAYER_547,2023-06-15 13:55:31,448.25,240.037875,344.5,184.47975
3,PLAYER_547,2023-06-29 14:07:25,590.75,316.346625,527.25,282.342375
4,PLAYER_547,2023-07-11 13:28:49,693.0,364.8645,490.0,257.985
5,PLAYER_547,2024-01-30 13:36:42,540.25,284.441625,411.0,216.3915
6,PLAYER_547,2024-03-07 13:23:56,643.0,338.5395,599.5,315.63675
7,PLAYER_547,2024-07-12 12:09:43,571.5,300.89475,546.5,287.73225
8,PLAYER_547,2024-07-26 11:40:11,654.5,344.59425,603.0,317.4795
9,PLAYER_547,2025-01-28 13:33:25,563.5,296.68275,544.25,286.547625
10,PLAYER_547,2025-06-09 13:49:23,599.5,304.84575,587.5,298.74375
