,playername,timestamp,leftMaxForce,leftTorque,rightMaxForce,rightTorque
0,PLAYER_820,2023-11-06 17:47:21,189.0,73.9935,199.75,78.202125
1,PLAYER_820,2023-11-06 17:47:46,245.25,96.015375,255.75,100.126125
2,PLAYER_820,2023-11-28 17:15:04,246.25,96.406875,229.5,89.84925
3,PLAYER_820,2023-11-30 17:32:34,321.5,125.86725,277.25,108.543375
4,PLAYER_820,2024-01-18 19:07:12,307.75,120.484125,267.0,104.5305
5,PLAYER_820,2024-01-28 16:21:18,265.25,103.845375,239.5,93.76425
6,PLAYER_820,2024-01-28 16:22:00,263.25,103.062375,233.5,91.41525
7,PLAYER_820,2024-04-02 16:52:27,263.0,,264.25,
8,PLAYER_820,2024-08-30 15:44:00,267.5,114.35625,252.5,107.94375
9,PLAYER_820,2024-09-24 16:33:38,267.75,114.463125,259.5,110.93625
10,PLAYER_820,2024-10-22 16:40:26,301.25,126.073125,261.0,109.2285
11,PLAYER_820,2025-01-16 23:00:03,317.0,132.6645,294.0,123.039
12,PLAYER_820,2025-08-29 16:02:57,278.75,116.656875,341.0,142.7085
