,playername,timestamp,leftMaxForce,leftTorque,rightMaxForce,rightTorque
0,PLAYER_267,2022-04-19 14:39:09,484.75,224.681625,483.0,223.8705
1,PLAYER_267,2023-01-23 13:44:30,469.75,217.729125,431.25,199.884375
2,PLAYER_267,2023-02-16 13:17:27,493.75,228.853125,382.75,177.404625
3,PLAYER_267,2023-04-26 13:27:52,497.75,230.707125,587.5,272.30625
4,PLAYER_267,2023-05-22 13:50:44,493.0,228.5055,479.5,222.24825
5,PLAYER_267,2023-06-29 13:37:03,566.25,262.456875,402.5,186.55875
6,PLAYER_267,2023-07-11 13:18:57,457.0,211.8195,372.75,172.769625
7,PLAYER_267,2024-01-30 13:42:00,534.75,247.856625,420.25,194.785875
8,PLAYER_267,2024-03-07 13:22:17,624.0,289.224,475.0,220.1625
9,PLAYER_267,2024-07-03 13:33:10,774.5,358.98075,597.75,277.057125
10,PLAYER_267,2024-07-12 12:17:11,701.5,325.14525,772.25,357.937875
