,playername,timestamp,leftMaxForce,leftTorque,rightMaxForce,rightTorque
0,PLAYER_572,2023-06-26 15:56:05,475.5,228.95325,460.75,221.851125
1,PLAYER_572,2023-07-11 13:21:09,505.0,243.1575,469.0,225.8235
2,PLAYER_572,2023-07-13 15:11:52,425.75,204.998625,378.25,182.127375
3,PLAYER_572,2023-07-13 15:12:15,337.25,162.385875,340.0,163.71
4,PLAYER_572,2023-07-13 15:12:36,300.25,144.570375,321.5,154.80225
5,PLAYER_572,2023-07-31 16:35:17,343.25,165.274875,328.5,158.17275
6,PLAYER_572,2023-08-20 21:09:13,335.75,161.663625,320.0,154.08
7,PLAYER_572,2023-09-02 11:22:35,363.75,175.145625,289.25,139.273875
8,PLAYER_572,2024-01-30 15:36:16,434.25,209.091375,376.5,181.28475
9,PLAYER_572,2024-03-08 15:07:49,484.75,233.407125,505.75,243.518625
10,PLAYER_572,2024-03-19 11:15:44,450.0,216.675,481.5,231.84225
11,PLAYER_572,2024-06-06 15:12:54,461.25,222.091875,506.5,243.87975
12,PLAYER_572,2024-07-03 15:34:24,524.0,242.874,514.25,238.354875
13,PLAYER_572,2024-07-26 13:29:32,451.0,209.0385,493.25,228.621375
14,PLAYER_572,2024-08-23 19:36:57,485.0,224.7975,500.0,231.75
15,PLAYER_572,2025-01-28 15:35:43,363.25,171.635625,316.75,149.664375
16,PLAYER_572,2025-02-24 15:22:46,488.75,208.940625,474.75,202.955625
