,playername,timestamp,leftMaxForce,leftTorque,rightMaxForce,rightTorque
0,PLAYER_901,2021-11-30 15:29:38,241.0,100.8585,227.25,95.104125
1,PLAYER_901,2022-01-18 15:49:48,253.5,106.08975,245.25,102.637125
2,PLAYER_901,2022-08-26 14:35:37,295.75,123.771375,257.0,107.5545
3,PLAYER_901,2022-09-06 13:43:03,244.25,102.218625,207.5,86.83875
4,PLAYER_901,2022-09-20 13:12:16,286.25,119.795625,300.5,125.75925
5,PLAYER_901,2022-10-04 13:38:29,261.75,109.542375,211.25,88.408125
6,PLAYER_901,2022-11-17 14:48:06,264.0,110.484,228.25,95.522625
7,PLAYER_901,2023-04-18 13:22:54,249.25,104.311125,224.0,93.744
8,PLAYER_901,2023-11-11 14:40:36,180.75,75.643875,190.0,79.515
9,PLAYER_901,2023-11-11 14:41:14,320.75,134.233875,240.75,100.753875
10,PLAYER_901,2023-11-28 17:21:04,222.5,93.11625,192.5,80.56125
11,PLAYER_901,2023-12-07 16:45:27,205.5,86.00175,206.75,86.524875
12,PLAYER_901,2023-12-07 16:49:30,254.5,106.50825,228.0,95.418
13,PLAYER_901,2023-12-07 16:53:12,233.0,97.5105,246.0,102.951
14,PLAYER_901,2023-12-15 17:19:31,247.0,103.3695,193.5,80.97975
15,PLAYER_901,2023-12-15 17:20:53,249.5,104.41575,247.0,103.3695
16,PLAYER_901,2024-01-08 16:33:08,264.5,110.69325,205.0,85.7925
17,PLAYER_901,2024-01-08 16:37:52,224.5,93.95325,188.5,78.88725
18,PLAYER_901,2024-01-15 17:40:36,257.75,107.868375,258.75,108.286875
19,PLAYER_901,2024-01-18 18:59:06,239.0,100.0215,224.75,94.057875
20,PLAYER_901,2024-04-02 16:58:04,214.0,,213.5,
