,playername,timestamp,accel_load_accum,distance_total,leftMaxForce,leftTorque,rightMaxForce,rightTorque
0,PLAYER_1077,2022-08-10 14:44:57,,,333.5,124.56225,328.75,122.788125
1,PLAYER_1077,2022-08-10 20:30:00,898.529934,7150.743258,,,,
2,PLAYER_1077,2022-08-11 20:30:00,962.001738,8300.025434,,,,
3,PLAYER_1077,2022-08-12 20:30:10,1326.543612,11589.797274,,,,
4,PLAYER_1077,2022-08-13 14:30:00,868.548454,7090.418428,,,,
5,PLAYER_1077,2022-08-13 20:30:05,673.116371,5207.071253,,,,
6,PLAYER_1077,2022-08-14 16:30:36,1156.690072,9922.874659,,,,
7,PLAYER_1077,2022-08-15 14:30:00,821.394435,5647.814194,,,,
8,PLAYER_1077,2022-08-17 14:30:03,842.857296,6681.206722,,,,
9,PLAYER_1077,2022-08-17 20:30:04,1381.61585,12464.660725,,,,
10,PLAYER_1077,2022-08-18 14:30:49,765.595375,6329.774654,,,,
11,PLAYER_1077,2022-08-18 20:30:49,955.883738,8087.850395,,,,
12,PLAYER_1077,2022-08-19 14:30:20,1190.685743,8428.111104,,,,
13,PLAYER_1077,2022-08-19 20:30:00,634.262111,5048.875932,,,,
14,PLAYER_1077,2022-08-20 17:15:53,954.298865,7526.530687,,,,
15,PLAYER_1077,2022-08-22 18:00:51,735.293583,6151.675718,,,,
16,PLAYER_1077,2022-08-23 18:00:00,903.989783,7517.168666,,,,
17,PLAYER_1077,2022-08-24 18:00:00,804.407465,7193.201852,,,,
18,PLAYER_1077,2022-08-25 17:00:00,1285.750033,11302.545751,,,,
19,PLAYER_1077,2022-08-26 18:00:00,569.610099,4251.785811,,,,
20,PLAYER_1077,2022-08-27 14:30:00,1002.939236,8841.612993,,,,
21,PLAYER_1077,2022-08-28 14:00:00,794.767545,7345.539143,,,,
22,PLAYER_1077,2022-08-29 21:00:00,985.99142,8631.825548,,,,
23,PLAYER_1077,2022-08-31 18:00:00,963.824723,8717.115051,,,,
24,PLAYER_1077,2022-09-01 18:30:02,842.739175,7695.030893,,,,
25,PLAYER_1077,2022-09-02 18:30:00,719.687947,6498.121895,,,,
26,PLAYER_1077,2022-09-03 17:00:00,910.971427,7192.186258,,,,
27,PLAYER_1077,2022-09-05 15:00:00,791.790357,6846.027019,,,,
28,PLAYER_1077,2022-09-06 21:45:00,946.85018,6973.161812,,,,
29,PLAYER_1077,2022-09-08 18:00:00,927.094573,8025.910806,,,,
30,PLAYER_1077,2022-09-09 20:00:00,705.289777,5736.042589,,,,
31,PLAYER_1077,2022-09-10 17:00:00,1127.209995,9532.879136,,,,
32,PLAYER_1077,2022-09-13 21:00:00,0.308328,,,,,
33,PLAYER_1077,2022-09-15 18:00:00,624.975813,4824.383153,,,,
34,PLAYER_1077,2022-09-16 18:50:00,177.42959,1333.84744,,,,
35,PLAYER_1077,2022-09-17 15:00:00,1325.121503,11792.566347,,,,
36,PLAYER_1077,2022-09-18 15:00:00,966.269636,8462.64493,,,,
37,PLAYER_1077,2022-09-20 21:15:00,1018.470321,8473.922717,,,,
38,PLAYER_1077,2022-09-24 19:00:00,752.694563,6396.082578,,,,
39,PLAYER_1077,2022-09-28 18:00:00,891.012383,8247.878861,,,,
40,PLAYER_1077,2022-10-06 18:00:00,979.017476,8696.77474,,,,
41,PLAYER_1077,2022-10-07 18:30:00,783.523699,6664.094999,,,,
42,PLAYER_1077,2022-10-08 15:00:00,769.940248,5859.39175,,,,
43,PLAYER_1077,2023-01-27 21:22:45,,,367.5,137.26125,342.25,127.830375
