,playername,timestamp,leftMaxForce,leftTorque,rightMaxForce,rightTorque
0,PLAYER_904,2022-08-26 21:25:48,287.25,133.140375,227.5,105.44625
1,PLAYER_904,2022-10-24 21:41:18,156.0,72.306,182.5,84.58875
2,PLAYER_904,2022-11-28 19:49:11,253.5,117.49725,217.5,100.81125
3,PLAYER_904,2023-01-16 21:29:38,232.0,107.532,215.5,99.88425
4,PLAYER_904,2023-02-15 22:42:35,269.0,124.6815,229.5,106.37325
5,PLAYER_904,2023-09-01 19:18:32,139.5,64.65825,132.0,61.182
6,PLAYER_904,2024-01-26 20:18:14,175.0,81.1125,146.0,67.671
7,PLAYER_904,2024-08-30 19:30:52,346.5,160.60275,284.25,131.749875
8,PLAYER_904,2024-10-28 19:09:21,303.75,140.788125,248.25,115.063875
9,PLAYER_904,2025-08-29 18:40:52,311.75,144.496125,270.0,125.145
