,playername,timestamp,leftMaxForce,leftTorque,rightMaxForce,rightTorque
0,PLAYER_830,2023-02-16 13:35:58,575.0,250.9875,539.0,235.2735
1,PLAYER_830,2023-02-16 13:50:51,389.0,169.7985,360.0,157.14
2,PLAYER_830,2023-04-26 13:26:19,670.25,292.564125,569.5,248.58675
3,PLAYER_830,2023-07-11 13:55:29,567.75,273.371625,517.5,249.17625
4,PLAYER_830,2024-01-30 13:41:19,742.75,357.634125,735.75,354.263625
5,PLAYER_830,2024-03-07 13:26:53,799.0,384.7185,750.25,361.245375
6,PLAYER_830,2024-07-03 13:13:52,855.5,396.52425,679.75,315.064125
7,PLAYER_830,2024-07-12 11:40:48,761.5,352.95525,700.75,324.797625
8,PLAYER_830,2024-07-26 11:38:39,742.25,344.032875,739.0,342.5265
9,PLAYER_830,2025-01-22 13:47:30,735.75,341.020125,704.5,326.53575
10,PLAYER_830,2025-06-09 13:56:37,687.5,306.28125,687.5,306.28125
11,PLAYER_830,2025-07-02 12:34:05,612.75,272.980125,621.0,276.6555
