,playername,timestamp,leftMaxForce,leftTorque,rightMaxForce,rightTorque
0,PLAYER_1252,2022-01-18 15:41:16,244.25,111.011625,281.5,127.94175
1,PLAYER_1252,2022-08-26 13:27:28,360.25,163.733625,356.5,162.02925
2,PLAYER_1252,2022-09-08 13:14:15,371.75,168.960375,360.0,163.62
3,PLAYER_1252,2022-09-22 13:18:13,343.0,155.8935,376.0,170.892
4,PLAYER_1252,2022-11-17 15:08:26,328.0,149.076,292.25,132.827625
5,PLAYER_1252,2023-04-18 13:19:53,367.5,167.02875,325.0,147.7125
6,PLAYER_1252,2023-11-06 17:56:50,395.25,179.641125,297.5,135.21375
7,PLAYER_1252,2023-12-07 16:57:23,333.5,151.57575,300.75,136.690875
8,PLAYER_1252,2024-01-18 15:16:57,340.5,154.75725,344.25,156.461625
9,PLAYER_1252,2024-03-08 15:28:23,530.5,241.11225,492.5,223.84125
10,PLAYER_1252,2024-03-19 12:20:00,638.0,289.971,586.0,266.337
11,PLAYER_1252,2024-04-02 17:03:54,276.25,,273.75,
12,PLAYER_1252,2024-07-03 13:05:56,538.75,249.710625,544.0,252.144
13,PLAYER_1252,2024-07-12 12:02:23,550.0,254.925,526.75,244.148625
14,PLAYER_1252,2025-01-28 13:13:23,558.25,258.748875,562.0,260.487
15,PLAYER_1252,2025-06-09 13:43:13,599.75,304.972875,625.25,317.939625
16,PLAYER_1252,2025-07-02 12:36:43,561.75,285.649875,585.75,297.853875
