,playername,timestamp,leftMaxForce,leftTorque,rightMaxForce,rightTorque
0,PLAYER_155,2023-01-23 13:37:53,352.0,169.488,356.25,171.534375
1,PLAYER_155,2023-02-16 13:12:36,416.0,200.304,407.0,195.9705
2,PLAYER_155,2023-04-26 13:37:20,510.25,245.685375,451.5,217.39725
3,PLAYER_155,2023-05-22 14:49:06,485.0,233.5275,375.75,180.923625
4,PLAYER_155,2023-06-29 15:36:55,527.25,253.870875,423.5,203.91525
5,PLAYER_155,2023-07-13 15:55:41,380.75,183.331125,364.5,175.50675
6,PLAYER_155,2023-07-13 15:55:59,376.25,181.164375,358.5,172.61775
7,PLAYER_155,2023-07-13 15:56:15,280.0,134.82,268.75,129.403125
8,PLAYER_155,2023-07-31 18:59:25,354.5,170.69175,321.25,154.681875
9,PLAYER_155,2024-01-23 13:29:47,519.0,235.8855,411.75,187.140375
10,PLAYER_155,2024-03-08 15:08:27,476.0,216.342,428.75,194.866875
11,PLAYER_155,2024-03-19 12:18:08,457.75,208.047375,447.75,203.502375
