,playername,timestamp,leftMaxForce,leftTorque,rightMaxForce,rightTorque
0,PLAYER_382,2022-01-18 15:38:31,284.25,116.400375,300.0,122.85
1,PLAYER_382,2022-08-26 13:08:47,226.5,92.75175,283.25,115.990875
2,PLAYER_382,2022-09-06 13:43:59,261.5,107.08425,298.0,122.031
3,PLAYER_382,2022-09-22 13:19:13,202.5,82.92375,251.5,102.98925
4,PLAYER_382,2022-10-04 13:12:22,212.0,86.814,259.5,106.26525
5,PLAYER_382,2023-04-18 13:14:35,201.0,82.3095,207.75,85.073625
6,PLAYER_382,2023-08-31 15:33:58,206.0,84.357,239.5,98.07525
7,PLAYER_382,2023-11-06 17:51:20,274.5,112.40775,271.0,110.9745
8,PLAYER_382,2023-11-30 17:20:07,183.0,74.9385,201.75,82.616625
9,PLAYER_382,2023-11-30 17:20:53,251.25,102.886875,269.0,110.1555
10,PLAYER_382,2024-01-18 17:58:01,216.25,88.554375,217.5,89.06625
