,timestamp,metric,value,playername,team
10309,2023-10-26 19:22:02,accel_load_accum,1205.70082,PLAYER_218,Womens Soccer
10310,2023-10-26 19:22:02,distance_total,12172.422107,PLAYER_218,Womens Soccer
10311,2023-10-24 15:55:00,accel_load_accum,398.490211,PLAYER_218,Womens Soccer
10312,2023-10-24 15:55:00,distance_total,3499.245265,PLAYER_218,Womens Soccer
10313,2023-10-22 12:22:15,accel_load_accum,308.048462,PLAYER_218,Womens Soccer
10314,2023-10-22 12:22:15,distance_total,2701.925366,PLAYER_218,Womens Soccer
10315,2023-10-21 12:55:00,accel_load_accum,313.930249,PLAYER_218,Womens Soccer
10316,2023-10-21 12:55:00,distance_total,2466.60135,PLAYER_218,Womens Soccer
10317,2023-10-19 21:03:15,accel_load_accum,1401.447583,PLAYER_218,Womens Soccer
10318,2023-10-19 21:03:15,distance_total,13386.828037,PLAYER_218,Womens Soccer
10319,2023-10-18 22:44:00,accel_load_accum,310.70292,PLAYER_218,Womens Soccer
10320,2023-10-18 22:44:00,distance_total,2508.976467,PLAYER_218,Womens Soccer
10321,2023-10-17 15:53:39,accel_load_accum,113.556092,PLAYER_218,Womens Soccer
10322,2023-10-17 15:53:39,distance_total,574.442431,PLAYER_218,Womens Soccer
10323,2023-10-15 15:00:00,accel_load_accum,1269.114,PLAYER_218,Womens Soccer
10324,2023-10-15 15:00:00,distance_total,12472.005835,PLAYER_218,Womens Soccer
10325,2023-10-14 13:00:00,accel_load_accum,315.661827,PLAYER_218,Womens Soccer
10326,2023-10-14 13:00:00,distance_total,2523.77785,PLAYER_218,Womens Soccer
10327,2023-10-13 16:00:00,accel_load_accum,135.075283,PLAYER_218,Womens Soccer
10328,2023-10-13 16:00:00,distance_total,1481.271447,PLAYER_218,Womens Soccer
10329,2023-10-12 21:50:00,accel_load_accum,1404.856976,PLAYER_218,Womens Soccer
10330,2023-10-12 21:50:00,distance_total,13345.72301,PLAYER_218,Womens Soccer
10331,2023-10-11 16:00:00,accel_load_accum,322.135576,PLAYER_218,Womens Soccer
10332,2023-10-11 16:00:00,distance_total,2914.957177,PLAYER_218,Womens Soccer
10333,2023-10-10 16:00:00,accel_load_accum,255.130097,PLAYER_218,Womens Soccer
10334,2023-10-10 16:00:00,distance_total,2132.247545,PLAYER_218,Womens Soccer
10335,2023-10-08 16:00:00,accel_load_accum,1327.388263,PLAYER_218,Womens Soccer
10336,2023-10-08 16:00:00,distance_total,13148.674848,PLAYER_218,Womens Soccer
