,playername,timestamp,leftMaxForce,leftTorque,rightMaxForce,rightTorque
0,PLAYER_387,2022-08-26 21:13:34,261.0,118.6245,237.75,108.057375
1,PLAYER_387,2022-09-14 21:50:15,251.75,114.420375,221.0,100.4445
2,PLAYER_387,2022-10-24 21:30:53,267.25,121.465125,252.25,114.647625
3,PLAYER_387,2022-11-28 20:02:23,307.0,139.5315,252.5,114.76125
4,PLAYER_387,2023-01-16 21:32:57,286.75,130.327875,252.25,114.647625
5,PLAYER_387,2023-02-17 22:24:17,297.75,135.327375,255.75,116.238375
6,PLAYER_387,2023-09-01 19:30:19,287.0,130.4415,240.0,109.08
7,PLAYER_387,2024-01-26 20:27:06,274.5,124.76025,219.75,99.876375
8,PLAYER_387,2024-08-30 19:38:52,318.0,144.531,262.5,119.30625
9,PLAYER_387,2024-10-28 19:08:01,347.0,157.7115,272.5,123.85125
