,playername,timestamp,leftMaxForce,leftTorque,rightMaxForce,rightTorque
0,PLAYER_189,2022-08-26 14:43:35,219.25,99.649125,271.75,123.510375
1,PLAYER_189,2022-09-06 13:44:53,251.75,114.420375,288.75,131.236875
2,PLAYER_189,2022-09-20 13:26:51,220.25,100.103625,274.0,124.533
3,PLAYER_189,2022-10-04 13:26:26,243.5,110.67075,274.5,124.76025
4,PLAYER_189,2022-11-18 13:26:50,252.75,114.874875,301.25,136.918125
5,PLAYER_189,2023-01-21 18:26:59,228.75,103.966875,299.0,135.8955
6,PLAYER_189,2023-08-31 13:25:35,252.25,98.755875,242.0,94.743
7,PLAYER_189,2023-11-06 18:07:07,185.5,72.62325,174.0,68.121
8,PLAYER_189,2023-11-28 17:03:25,251.0,98.2665,217.25,85.053375
9,PLAYER_189,2023-11-30 17:26:09,216.0,84.564,320.75,125.573625
10,PLAYER_189,2024-01-18 17:59:19,253.5,99.24525,239.75,93.862125
11,PLAYER_189,2024-04-02 16:37:00,185.5,,211.25,
