,playername,timestamp,leftMaxForce,leftTorque,rightMaxForce,rightTorque
0,PLAYER_908,2023-11-06 18:11:08,257.75,107.868375,216.25,90.500625
1,PLAYER_908,2023-11-28 17:01:55,231.0,96.6735,268.0,112.158
2,PLAYER_908,2023-11-30 17:34:53,267.5,111.94875,339.25,141.976125
3,PLAYER_908,2024-01-18 19:05:28,337.0,141.0345,345.75,144.696375
4,PLAYER_908,2024-04-02 17:01:24,290.0,,277.25,
5,PLAYER_908,2024-08-30 15:10:50,320.75,142.894125,295.25,131.533875
6,PLAYER_908,2024-09-24 16:43:28,337.75,150.467625,346.25,154.254375
7,PLAYER_908,2024-10-22 16:09:16,366.5,179.76825,377.0,184.9185
8,PLAYER_908,2025-01-16 22:58:27,310.25,152.177625,390.75,191.662875
9,PLAYER_908,2025-08-29 16:04:36,268.0,131.454,300.0,147.15
