,playername,timestamp,leftMaxForce,leftTorque,rightMaxForce,rightTorque
0,PLAYER_663,2021-12-03 17:51:45,370.75,165.169125,346.5,154.36575
1,PLAYER_663,2022-01-12 16:56:37,371.25,165.391875,322.0,143.451
2,PLAYER_663,2022-01-24 16:50:51,379.5,169.06725,319.0,142.1145
3,PLAYER_663,2022-02-07 16:45:36,399.0,177.7545,300.25,133.761375
4,PLAYER_663,2022-02-21 16:49:55,410.5,182.87775,296.0,131.868
5,PLAYER_663,2022-03-21 15:54:58,406.5,181.09575,337.75,150.467625
6,PLAYER_663,2022-04-04 15:56:35,376.25,167.619375,346.25,154.254375
7,PLAYER_663,2022-04-25 15:52:52,391.75,174.524625,351.5,156.59325
8,PLAYER_663,2022-11-21 15:38:32,435.5,197.93475,342.75,155.779875
9,PLAYER_663,2023-12-06 15:24:22,664.25,301.901625,374.25,170.096625
