,playername,timestamp,leftMaxForce,leftTorque,rightMaxForce,rightTorque
0,PLAYER_359,2023-01-23 16:24:02,476.0,212.058,443.0,197.3565
1,PLAYER_359,2023-02-16 15:30:33,432.5,192.67875,404.0,179.982
2,PLAYER_359,2023-04-28 14:14:41,466.75,224.740125,383.5,184.65525
3,PLAYER_359,2023-05-22 13:47:59,486.75,216.847125,396.0,176.418
4,PLAYER_359,2023-06-15 14:07:53,530.0,250.425,413.0,195.1425
5,PLAYER_359,2023-06-29 14:18:11,495.75,234.241875,441.5,208.60875
6,PLAYER_359,2023-07-11 13:52:39,530.75,241.225875,409.25,186.004125
7,PLAYER_359,2024-01-30 15:34:35,435.5,197.93475,433.75,197.139375
8,PLAYER_359,2024-03-07 15:22:20,430.0,195.435,413.5,187.93575
9,PLAYER_359,2024-07-03 15:33:41,480.0,222.48,468.5,217.14975
10,PLAYER_359,2024-07-12 13:34:30,548.75,254.345625,484.75,224.681625
11,PLAYER_359,2024-07-26 13:45:03,461.5,213.90525,426.5,197.68275
12,PLAYER_359,2025-01-28 15:37:50,508.5,212.80725,498.25,208.517625
13,PLAYER_359,2025-06-09 16:15:10,438.25,203.128875,409.0,189.5715
14,PLAYER_359,2025-07-02 15:08:28,492.5,228.27375,450.0,208.575
