,playername,timestamp,leftMaxForce,leftTorque,rightMaxForce,rightTorque
0,PLAYER_286,2022-08-26 14:51:39,313.75,131.304375,319.5,133.71075
1,PLAYER_286,2022-09-01 13:28:04,346.0,144.801,306.75,128.374875
2,PLAYER_286,2022-09-06 13:49:09,388.5,162.58725,304.5,127.43325
3,PLAYER_286,2022-09-22 13:23:58,386.5,161.75025,367.0,153.5895
4,PLAYER_286,2022-10-04 13:27:56,395.0,165.3075,347.75,145.533375
5,PLAYER_286,2022-11-17 15:05:37,371.75,155.577375,337.0,141.0345
6,PLAYER_286,2023-01-21 18:30:55,352.0,147.312,340.5,142.49925
7,PLAYER_286,2023-04-18 13:21:04,423.5,177.23475,347.5,145.42875
8,PLAYER_286,2023-08-31 13:13:14,396.25,183.661875,338.5,156.89475
9,PLAYER_286,2023-11-06 17:56:01,415.0,192.3525,363.25,168.366375
10,PLAYER_286,2023-11-28 16:56:19,282.75,131.054625,188.75,87.485625
11,PLAYER_286,2023-11-30 17:31:43,465.0,215.5275,401.0,185.8635
12,PLAYER_286,2024-01-18 18:58:07,215.75,100.000125,188.0,87.138
13,PLAYER_286,2024-04-02 16:38:07,372.25,,191.25,
14,PLAYER_286,2024-08-30 15:30:17,371.0,171.9585,334.5,155.04075
15,PLAYER_286,2024-09-24 16:38:05,475.0,220.1625,369.0,171.0315
16,PLAYER_286,2024-10-22 16:31:33,474.5,228.47175,328.0,157.932
17,PLAYER_286,2025-01-16 22:54:59,379.75,182.849625,365.0,175.7475
18,PLAYER_286,2025-08-29 15:44:51,405.75,195.368625,383.25,184.534875
