,playername,timestamp,leftMaxForce,leftTorque,rightMaxForce,rightTorque
0,PLAYER_422,2023-07-31 17:30:54,371.5,155.47275,286.75,120.004875
1,PLAYER_422,2024-01-23 15:41:30,562.25,235.301625,539.25,225.676125
2,PLAYER_422,2024-03-08 15:00:36,542.25,226.931625,551.0,230.5935
3,PLAYER_422,2024-03-19 10:57:58,543.5,,570.5,
4,PLAYER_422,2024-06-06 14:59:56,534.5,247.74075,525.25,243.453375
5,PLAYER_422,2024-07-03 15:37:37,568.75,263.615625,527.5,244.49625
6,PLAYER_422,2024-07-12 14:03:01,567.5,263.03625,548.75,254.345625
7,PLAYER_422,2024-07-26 13:19:26,583.5,270.45225,571.75,265.006125
8,PLAYER_422,2025-01-28 13:19:03,607.5,281.57625,601.75,278.911125
9,PLAYER_422,2025-02-24 13:13:53,621.0,271.0665,594.5,259.49925
10,PLAYER_422,2025-06-02 13:37:03,599.25,261.572625,596.25,260.263125
11,PLAYER_422,2025-07-02 12:52:00,615.25,268.556625,568.5,248.15025
