,playername,timestamp,leftMaxForce,leftTorque,rightMaxForce,rightTorque
0,PLAYER_575,2023-01-23 16:01:36,428.5,190.89675,401.75,178.979625
1,PLAYER_575,2023-02-16 15:09:59,396.75,176.752125,394.25,175.638375
2,PLAYER_575,2023-05-22 14:50:49,436.75,194.572125,397.0,176.8635
3,PLAYER_575,2023-06-05 15:14:01,427.5,194.29875,364.25,165.551625
4,PLAYER_575,2023-06-26 15:49:33,401.5,175.25475,388.5,169.58025
5,PLAYER_575,2023-07-13 15:42:36,401.75,178.979625,379.5,169.06725
6,PLAYER_575,2023-07-13 15:43:10,338.0,150.579,331.75,147.794625
7,PLAYER_575,2023-07-13 15:43:42,316.25,140.889375,315.25,140.443875
8,PLAYER_575,2023-07-31 16:34:21,331.25,147.571875,324.5,144.56475
9,PLAYER_575,2023-08-17 14:27:57,291.25,129.751875,245.0,109.1475
10,PLAYER_575,2023-08-17 14:28:39,317.5,141.44625,211.0,94.0005
11,PLAYER_575,2023-08-17 14:29:17,366.25,163.164375,323.25,144.007875
12,PLAYER_575,2023-08-20 21:00:00,383.25,170.737875,365.75,162.941625
13,PLAYER_575,2023-08-20 21:00:22,394.5,175.74975,373.25,166.282875
14,PLAYER_575,2023-08-21 01:11:11,307.25,134.114625,274.25,119.710125
15,PLAYER_575,2023-09-02 11:20:53,302.25,131.932125,240.0,104.76
16,PLAYER_575,2024-01-23 15:31:50,393.0,171.5445,411.0,179.4015
17,PLAYER_575,2024-03-08 15:06:05,449.75,196.315875,405.0,176.7825
18,PLAYER_575,2024-03-19 11:13:15,420.75,183.657375,416.25,181.693125
19,PLAYER_575,2024-06-06 14:52:04,383.75,167.506875,411.75,179.728875
20,PLAYER_575,2024-07-03 15:39:08,380.75,159.343875,398.5,166.77225
21,PLAYER_575,2024-07-12 13:28:53,402.0,168.237,412.5,172.63125
22,PLAYER_575,2024-07-26 13:20:51,435.25,182.152125,376.5,157.56525
