,playername,timestamp,leftMaxForce,leftTorque,rightMaxForce,rightTorque
0,PLAYER_845,2023-07-18 12:32:21,148.0,61.938,196.0,82.026
1,PLAYER_845,2023-07-18 12:33:47,339.75,142.185375,384.0,160.704
2,PLAYER_845,2023-07-25 12:41:31,184.25,77.108625,220.25,92.174625
3,PLAYER_845,2023-08-01 18:18:38,392.25,142.975125,346.0,126.117
4,PLAYER_845,2023-08-08 15:49:57,217.25,90.919125,197.0,82.4445
5,PLAYER_845,2023-08-17 15:33:59,186.5,78.05025,222.5,93.11625
6,PLAYER_845,2023-08-21 16:08:06,165.75,69.366375,239.0,100.0215
7,PLAYER_845,2024-02-06 20:12:49,349.5,127.39275,363.0,132.3135
8,PLAYER_845,2024-02-06 20:13:47,347.0,126.4815,353.25,128.759625
9,PLAYER_845,2024-04-22 20:12:43,346.0,126.117,409.75,149.353875
10,PLAYER_845,2024-04-22 20:12:58,365.75,133.315875,391.25,142.610625
11,PLAYER_845,2024-07-15 15:40:09,427.0,155.6415,465.5,169.67475
12,PLAYER_845,2024-08-06 14:18:34,422.0,146.223,451.0,156.2715
13,PLAYER_845,2024-10-30 17:56:45,421.75,168.910875,384.0,153.792
