,playername,timestamp,leftMaxForce,leftTorque,rightMaxForce,rightTorque
0,PLAYER_426,2022-09-01 13:19:11,250.25,118.243125,193.0,91.1925
1,PLAYER_426,2022-09-06 13:56:09,238.75,99.916875,200.75,84.013875
2,PLAYER_426,2022-09-20 13:21:30,250.25,104.729625,249.0,104.2065
3,PLAYER_426,2022-11-17 15:06:38,238.25,99.707625,220.75,92.383875
4,PLAYER_426,2023-01-21 18:31:58,243.0,101.6955,239.25,100.126125
5,PLAYER_426,2023-04-18 13:20:31,245.75,102.846375,206.75,86.524875
6,PLAYER_426,2023-08-31 13:14:57,276.25,115.610625,245.0,102.5325
7,PLAYER_426,2023-11-06 17:45:43,233.25,97.615125,180.25,75.434625
8,PLAYER_426,2023-11-06 17:46:04,194.25,81.293625,152.5,63.82125
9,PLAYER_426,2023-11-28 17:00:07,281.5,117.80775,246.25,103.055625
10,PLAYER_426,2023-12-14 15:50:27,272.5,114.04125,266.0,111.321
11,PLAYER_426,2024-01-18 18:01:04,315.0,131.8275,284.25,118.958625
12,PLAYER_426,2024-04-02 16:46:01,300.0,,257.0,
13,PLAYER_426,2024-08-30 15:45:07,229.25,98.004375,188.0,80.37
14,PLAYER_426,2024-09-24 16:53:48,228.25,97.576875,204.0,87.21
