,playername,timestamp,leftMaxForce,leftTorque,rightMaxForce,rightTorque
0,PLAYER_667,2021-11-30 15:30:35,288.75,126.039375,327.0,142.7355
1,PLAYER_667,2022-01-18 15:43:28,298.75,130.404375,319.25,139.352625
2,PLAYER_667,2022-08-26 14:47:40,286.5,125.05725,293.5,128.11275
3,PLAYER_667,2022-09-06 13:37:56,287.75,125.602875,306.25,133.678125
4,PLAYER_667,2022-09-20 13:18:56,275.25,120.146625,338.0,147.537
5,PLAYER_667,2022-10-04 13:18:41,282.75,123.420375,342.75,149.610375
6,PLAYER_667,2022-11-17 14:18:35,284.75,124.293375,319.25,139.352625
7,PLAYER_667,2023-04-18 13:26:52,351.5,153.42975,331.5,144.69975
8,PLAYER_667,2023-11-06 18:01:06,366.5,159.97725,340.75,148.737375
9,PLAYER_667,2023-11-28 17:07:20,343.0,149.7195,295.0,128.7675
10,PLAYER_667,2023-11-30 17:30:17,364.0,158.886,336.5,146.88225
11,PLAYER_667,2024-01-18 19:01:44,329.0,143.6085,304.5,132.91425
12,PLAYER_667,2024-04-02 16:43:18,319.0,,282.5,
