,playername,timestamp,leftMaxForce,leftTorque,rightMaxForce,rightTorque
0,PLAYER_255,2021-11-30 15:23:53,315.0,140.3325,308.25,137.325375
1,PLAYER_255,2022-01-18 15:39:39,314.25,139.998375,279.0,124.2945
2,PLAYER_255,2022-08-26 14:37:39,345.0,153.6975,326.25,145.344375
3,PLAYER_255,2022-09-06 13:41:13,338.5,150.80175,315.75,140.666625
4,PLAYER_255,2022-09-22 13:21:14,337.5,150.35625,336.75,150.022125
5,PLAYER_255,2022-10-04 13:15:34,332.25,148.017375,324.75,144.676125
6,PLAYER_255,2022-11-18 13:37:13,340.75,151.804125,316.5,141.00075
7,PLAYER_255,2023-04-18 13:15:15,405.5,180.65025,326.0,145.233
8,PLAYER_255,2023-08-31 13:24:31,380.5,172.93725,327.75,148.962375
9,PLAYER_255,2023-11-06 18:03:36,363.5,165.21075,312.0,141.804
10,PLAYER_255,2023-11-28 16:57:47,264.5,120.21525,238.25,108.284625
11,PLAYER_255,2023-11-30 17:25:41,351.25,159.643125,313.75,142.599375
12,PLAYER_255,2024-01-18 18:00:05,271.75,123.510375,260.0,118.17
13,PLAYER_255,2024-04-02 16:57:07,276.25,,242.25,
