,playername,timestamp,leftMaxForce,leftTorque,rightMaxForce,rightTorque
0,PLAYER_256,2020-12-14 12:56:23,377.25,157.879125,403.5,168.86475
1,PLAYER_256,2021-01-25 15:46:10,401.75,168.132375,405.0,169.4925
2,PLAYER_256,2021-02-08 14:50:22,462.5,193.55625,437.75,183.198375
3,PLAYER_256,2021-02-15 12:41:45,486.5,203.60025,444.25,185.918625
4,PLAYER_256,2021-05-03 12:17:59,466.0,195.021,462.25,193.451625
5,PLAYER_256,2021-05-28 13:49:58,475.0,198.7875,434.5,181.83825
6,PLAYER_256,2021-06-11 13:52:22,477.0,199.6245,436.5,182.67525
7,PLAYER_256,2021-06-25 13:52:44,495.0,207.1575,449.25,188.011125
8,PLAYER_256,2021-08-02 19:42:55,448.25,187.592625,399.0,166.9815
9,PLAYER_256,2022-01-28 13:24:06,472.5,197.74125,417.5,174.72375
10,PLAYER_256,2022-02-18 14:23:22,482.75,202.030875,437.5,183.09375
11,PLAYER_256,2022-03-24 14:17:26,521.5,218.24775,451.75,189.057375
12,PLAYER_256,2022-06-17 15:43:29,622.75,260.620875,465.75,194.916375
13,PLAYER_256,2022-08-01 16:34:03,457.5,191.46375,421.5,176.39775
14,PLAYER_256,2022-08-16 19:57:35,457.25,191.359125,409.0,171.1665
15,PLAYER_256,2023-01-23 16:07:21,466.25,195.125625,432.25,180.896625
16,PLAYER_256,2023-02-16 15:23:17,488.5,204.43725,454.25,190.103625
17,PLAYER_256,2023-04-26 13:52:04,545.5,228.29175,482.0,201.717
18,PLAYER_256,2023-05-22 13:16:59,528.25,221.072625,425.5,178.07175
19,PLAYER_256,2023-06-05 13:38:10,555.5,232.47675,464.75,194.497875
20,PLAYER_256,2023-06-26 13:44:41,592.75,248.065875,421.25,176.293125
21,PLAYER_256,2023-07-11 13:45:50,576.5,241.26525,399.75,167.295375
22,PLAYER_256,2023-07-31 16:43:11,397.5,166.35375,392.0,164.052
23,PLAYER_256,2023-08-14 20:36:38,359.0,150.2415,327.25,136.954125
24,PLAYER_256,2023-08-20 21:10:16,391.25,163.738125,362.25,151.601625
25,PLAYER_256,2023-09-02 11:24:48,382.5,160.07625,319.25,133.606125
26,PLAYER_256,2024-01-23 15:34:17,543.75,227.559375,456.5,191.04525
27,PLAYER_256,2024-03-08 15:30:10,431.5,180.58275,380.25,159.134625
28,PLAYER_256,2024-03-19 10:56:29,543.0,227.2455,449.0,187.9065
29,PLAYER_256,2024-07-03 15:57:57,489.25,204.751125,420.25,175.874625
30,PLAYER_256,2024-07-12 13:27:26,460.5,192.71925,440.0,184.14
31,PLAYER_256,2024-07-26 13:25:59,530.5,222.01425,445.75,186.546375
32,PLAYER_256,2024-08-23 19:41:06,523.0,218.8755,447.75,187.383375
33,PLAYER_256,2024-10-08 11:26:12,469.75,196.590375,443.25,185.500125
