,playername,timestamp,accel_load_accum,distance_total,leftMaxForce,leftTorque,rightMaxForce,rightTorque
0,PLAYER_490,2021-11-16 18:43:40,,,244.0,104.31,285.0,121.8375
1,PLAYER_490,2022-01-28 18:48:28,,,284.75,121.730625,325.0,138.9375
2,PLAYER_490,2022-02-14 18:51:29,,,389.5,166.51125,407.75,174.313125
3,PLAYER_490,2022-03-07 18:50:14,,,366.25,156.571875,448.0,191.52
4,PLAYER_490,2022-03-28 17:47:39,,,320.0,136.8,371.5,158.81625
5,PLAYER_490,2022-04-18 17:40:06,,,344.25,147.166875,377.5,161.38125
6,PLAYER_490,2022-04-29 21:30:00,1746.732815,13321.940883,,,,
7,PLAYER_490,2022-08-10 14:29:24,,,373.25,159.564375,416.75,178.160625
8,PLAYER_490,2022-09-28 14:18:07,,,347.0,148.3425,319.0,136.3725
9,PLAYER_490,2023-01-27 21:27:34,,,370.75,158.495625,399.75,170.893125
10,PLAYER_490,2023-02-15 21:37:28,,,382.25,163.411875,462.5,197.71875
11,PLAYER_490,2023-03-10 21:37:39,,,405.0,173.1375,423.25,180.939375
12,PLAYER_490,2023-03-27 20:30:25,,,374.5,160.09875,424.25,181.366875
13,PLAYER_490,2023-08-08 14:24:35,386.836376,3826.792212,,,,
14,PLAYER_490,2023-08-08 15:45:42,,,229.25,98.004375,246.5,105.37875
15,PLAYER_490,2023-08-08 18:28:00,5.715302,23.598288,,,,
16,PLAYER_490,2023-08-08 20:25:08,736.936187,6893.284672,,,,
17,PLAYER_490,2023-08-09 20:30:00,917.0952,7922.552587,,,,
18,PLAYER_490,2023-08-10 13:30:00,691.743857,5918.525864,,,,
19,PLAYER_490,2023-08-11 14:00:00,477.818185,3706.765763,,,,
20,PLAYER_490,2023-08-11 18:25:00,38.760498,273.944822,,,,
21,PLAYER_490,2023-08-11 19:02:14,1146.34688,10286.597305,,,,
22,PLAYER_490,2023-08-12 21:00:00,517.444369,4025.686308,,,,
23,PLAYER_490,2023-08-13 13:30:20,824.036921,6946.026711,,,,
24,PLAYER_490,2023-08-13 20:00:00,485.894355,3881.539716,,,,
25,PLAYER_490,2023-08-14 13:22:47,683.215357,4999.08042,,,,
26,PLAYER_490,2023-08-14 20:00:00,642.890741,5170.051371,,,,
27,PLAYER_490,2023-08-15 13:30:05,754.82355,6437.673007,,,,
28,PLAYER_490,2023-08-15 20:00:34,656.694986,4342.197096,,,,
29,PLAYER_490,2023-08-16 21:15:20,912.073932,7188.074883,,,,
30,PLAYER_490,2023-08-17 15:32:39,,,243.0,103.8825,279.25,119.379375
31,PLAYER_490,2023-08-19 15:00:00,422.347426,3414.841927,,,,
32,PLAYER_490,2023-08-21 08:30:48,599.546803,5102.515769,,,,
33,PLAYER_490,2023-08-21 16:01:51,,,208.5,89.13375,307.0,131.2425
34,PLAYER_490,2023-08-22 20:00:47,726.580626,5906.119375,,,,
35,PLAYER_490,2023-08-23 20:15:00,553.548331,4342.270901,,,,
36,PLAYER_490,2023-08-24 18:45:00,9.79653,41.418328,,,,
