,playername,timestamp,leftMaxForce,leftTorque,rightMaxForce,rightTorque
0,PLAYER_302,2021-12-03 18:04:48,315.75,117.932625,276.5,103.27275
1,PLAYER_302,2022-01-10 17:07:22,259.75,97.016625,230.0,85.905
2,PLAYER_302,2022-01-24 16:48:45,286.25,106.914375,232.75,86.932125
3,PLAYER_302,2022-02-07 17:03:49,342.0,127.737,332.5,124.18875
4,PLAYER_302,2022-03-21 15:49:40,320.25,119.613375,350.5,130.91175
5,PLAYER_302,2022-04-04 15:58:26,237.25,88.612875,270.75,101.125125
6,PLAYER_302,2022-09-06 14:57:27,348.75,130.258125,313.25,116.998875
7,PLAYER_302,2022-11-11 15:27:55,339.5,139.02525,324.75,132.985125
8,PLAYER_302,2022-11-21 15:22:43,301.75,120.850875,310.0,124.155
9,PLAYER_302,2024-01-26 16:31:29,302.25,140.092875,275.75,127.810125
