,playername,timestamp,leftMaxForce,leftTorque,rightMaxForce,rightTorque
0,PLAYER_415,2021-02-03 19:55:13,266.0,123.291,261.0,120.9735
1,PLAYER_415,2021-02-08 20:04:17,355.25,164.658375,357.0,165.4695
2,PLAYER_415,2021-09-03 20:26:07,359.0,166.3965,367.75,170.452125
3,PLAYER_415,2021-09-17 19:20:17,306.5,142.06275,305.25,141.483375
4,PLAYER_415,2021-10-01 20:24:38,372.5,172.65375,339.25,157.242375
5,PLAYER_415,2021-11-05 20:38:35,369.75,171.379125,384.75,178.331625
6,PLAYER_415,2022-01-26 21:19:46,390.5,180.99675,365.25,169.293375
7,PLAYER_415,2022-02-04 21:11:58,357.25,165.585375,363.25,168.366375
8,PLAYER_415,2022-02-11 21:24:12,362.0,167.787,381.75,176.941125
9,PLAYER_415,2022-08-26 20:33:38,366.25,169.756875,376.0,174.276
10,PLAYER_415,2022-09-16 20:29:51,274.25,119.710125,325.0,141.8625
11,PLAYER_415,2023-01-20 20:47:44,369.5,161.28675,381.25,166.415625
12,PLAYER_415,2023-09-01 21:58:12,346.0,151.029,497.0,216.9405
13,PLAYER_415,2023-12-01 21:49:18,435.0,189.8775,409.5,178.74675
14,PLAYER_415,2024-01-26 21:10:41,345.25,160.023375,287.25,133.140375
