,playername,timestamp,accel_load_accum,distance_total,leftMaxForce,leftTorque,rightMaxForce,rightTorque
0,PLAYER_033,2023-08-08 15:47:06,,,236.5,105.36075,244.75,109.036125
1,PLAYER_033,2023-08-17 15:23:23,,,141.75,63.149625,180.25,80.301375
2,PLAYER_033,2023-08-21 16:04:55,,,265.75,118.391625,271.5,120.95325
3,PLAYER_033,2023-08-31 17:45:00,860.576557,8884.139244,,,,
4,PLAYER_033,2023-09-01 19:00:14,414.137812,3704.773107,,,,
5,PLAYER_033,2023-09-02 17:17:17,1338.53719,14270.995534,,,,
6,PLAYER_033,2023-09-07 18:00:00,744.19891,7648.262877,,,,
7,PLAYER_033,2023-09-09 22:00:54,1521.343284,15827.94565,,,,
8,PLAYER_033,2023-09-14 17:45:03,1048.507941,10502.610453,,,,
9,PLAYER_033,2023-09-15 18:20:43,644.21327,5968.07178,,,,
10,PLAYER_033,2023-09-16 17:20:00,4.394786,17.628634,,,,
11,PLAYER_033,2023-09-19 17:45:31,672.162599,6038.564156,,,,
12,PLAYER_033,2023-09-20 15:55:00,0.940511,5.22542,,,,
13,PLAYER_033,2023-09-20 18:34:37,780.283619,8037.086438,,,,
14,PLAYER_033,2023-09-21 17:40:04,706.467617,6934.33304,,,,
15,PLAYER_033,2023-09-23 20:00:56,1750.238812,17729.59503,,,,
16,PLAYER_033,2023-09-25 17:47:44,398.818823,3245.836884,,,,
17,PLAYER_033,2023-09-26 21:41:39,848.092214,7634.869032,,,,
18,PLAYER_033,2023-09-27 17:45:19,501.795611,4322.871851,,,,
19,PLAYER_033,2023-09-28 17:50:15,685.817533,6674.613293,,,,
20,PLAYER_033,2023-09-29 18:30:40,496.849381,4836.870659,,,,
21,PLAYER_033,2023-09-30 17:14:50,1588.826745,16600.078294,,,,
22,PLAYER_033,2023-10-02 17:45:53,417.00861,3339.06322,,,,
23,PLAYER_033,2023-10-03 21:47:30,1689.875462,17656.297821,,,,
24,PLAYER_033,2023-10-04 17:40:07,8.979578,59.666014,,,,
25,PLAYER_033,2023-10-05 17:45:42,580.801992,6128.945981,,,,
26,PLAYER_033,2023-10-06 21:36:32,382.209421,3521.103465,,,,
27,PLAYER_033,2023-10-07 16:00:00,1478.727922,14806.540296,,,,
28,PLAYER_033,2023-10-09 17:47:10,678.250485,6699.46364,,,,
29,PLAYER_033,2023-10-10 17:45:26,633.722817,6144.143063,,,,
30,PLAYER_033,2023-10-11 21:45:59,1710.799601,17637.553437,,,,
31,PLAYER_033,2023-10-13 17:45:02,438.038418,3663.243417,,,,
32,PLAYER_033,2023-10-16 17:45:15,472.315256,3983.536129,,,,
33,PLAYER_033,2023-10-17 22:15:50,1251.600085,12600.473206,,,,
34,PLAYER_033,2023-10-19 17:45:13,538.654656,4786.13979,,,,
35,PLAYER_033,2023-10-20 16:15:07,1456.82778,14752.480959,,,,
36,PLAYER_033,2023-10-22 14:00:00,774.286376,8157.338679,,,,
37,PLAYER_033,2023-10-23 17:45:02,514.875864,5088.735784,,,,
38,PLAYER_033,2023-10-24 15:55:00,0.03786,,,,,
39,PLAYER_033,2023-10-24 21:49:33,1533.709959,15772.055041,,,,
40,PLAYER_033,2023-10-25 17:45:01,341.865124,2688.694348,,,,
41,PLAYER_033,2023-10-26 22:30:00,406.847314,3309.293489,,,,
42,PLAYER_033,2023-10-27 21:58:41,1704.633331,17068.787283,,,,
43,PLAYER_033,2023-10-30 17:45:14,819.9815,8472.063742,,,,
44,PLAYER_033,2023-10-31 17:45:35,525.19979,4620.610614,,,,
45,PLAYER_033,2023-11-14 19:32:31,,,336.75,150.022125,325.0,144.7875
46,PLAYER_033,2024-01-29 20:00:21,745.291435,6706.465397,,,,
47,PLAYER_033,2024-01-31 19:30:26,519.842694,4888.747619,,,,
48,PLAYER_033,2024-02-02 19:30:01,574.290224,5229.126151,,,,
49,PLAYER_033,2024-02-05 19:00:00,899.400614,8128.112639,,,,
50,PLAYER_033,2024-02-06 20:18:42,,,328.0,146.124,355.5,158.37525
51,PLAYER_033,2024-02-07 18:00:24,1017.126659,9582.96676,,,,
52,PLAYER_033,2024-02-08 20:00:00,571.329581,4977.082754,,,,
53,PLAYER_033,2024-02-12 19:00:00,1107.368743,10604.626083,,,,
54,PLAYER_033,2024-02-15 20:00:19,714.047034,6617.389996,,,,
55,PLAYER_033,2024-02-16 18:40:39,595.199792,5177.197073,,,,
56,PLAYER_033,2024-02-21 19:45:00,746.833945,7095.122688,,,,
57,PLAYER_033,2024-02-22 19:30:18,1601.772596,5988.350067,,,,
58,PLAYER_033,2024-02-23 19:07:10,1086.059501,10460.14464,,,,
59,PLAYER_033,2024-02-26 19:00:00,853.765258,7902.677888,,,,
60,PLAYER_033,2024-02-27 19:56:05,502.67195,4388.217071,,,,
61,PLAYER_033,2024-02-29 19:30:00,841.421646,7878.165439,,,,
62,PLAYER_033,2024-03-01 18:54:54,1117.676736,11131.167036,,,,
63,PLAYER_033,2024-03-04 18:50:39,839.616864,7559.358127,,,,
64,PLAYER_033,2024-03-05 19:45:56,772.987506,6892.943728,,,,
65,PLAYER_033,2024-03-06 19:00:00,967.149766,9202.399944,,,,
66,PLAYER_033,2024-03-07 19:30:26,860.789723,7776.97557,,,,
67,PLAYER_033,2024-03-19 18:34:44,609.991706,5609.04996,,,,
68,PLAYER_033,2024-03-20 18:00:00,1079.190649,10386.66492,,,,
69,PLAYER_033,2024-03-21 18:44:00,864.335767,7979.602804,,,,
70,PLAYER_033,2024-03-22 18:00:37,1154.043505,4462.517318,,,,
71,PLAYER_033,2024-03-24 19:00:00,1533.504483,15283.973477,,,,
72,PLAYER_033,2024-03-26 18:53:57,600.734402,5872.324164,,,,
73,PLAYER_033,2024-03-27 18:00:00,803.59316,8074.128805,,,,
74,PLAYER_033,2024-03-28 18:00:40,1260.817846,11380.918021,,,,
75,PLAYER_033,2024-03-29 17:52:00,739.754723,6938.598651,,,,
76,PLAYER_033,2024-03-30 21:00:01,1610.475313,16271.192742,,,,
77,PLAYER_033,2024-04-01 16:30:00,353.998908,3224.403635,,,,
78,PLAYER_033,2024-04-01 18:00:00,552.862462,5280.296474,,,,
79,PLAYER_033,2024-04-04 18:40:00,1277.620282,12682.302849,,,,
80,PLAYER_033,2024-04-05 17:00:00,826.936409,7438.455798,,,,
81,PLAYER_033,2024-04-05 18:00:00,812.884168,7356.453575,,,,
82,PLAYER_033,2024-04-09 19:00:00,658.959694,6213.15656,,,,
83,PLAYER_033,2024-04-10 18:00:00,929.135847,9080.575917,,,,
84,PLAYER_033,2024-04-11 19:00:00,897.53298,8275.833946,,,,
85,PLAYER_033,2024-04-12 20:30:00,288.793324,2379.584168,,,,
86,PLAYER_033,2024-04-12 23:00:00,1248.530216,12304.692245,,,,
87,PLAYER_033,2024-04-15 18:00:00,756.150005,6847.409232,,,,
88,PLAYER_033,2024-04-16 19:00:00,1034.283908,9776.987949,,,,
89,PLAYER_033,2024-04-17 18:00:00,717.869206,6281.753554,,,,
90,PLAYER_033,2024-04-18 18:40:00,621.175761,5505.64606,,,,
91,PLAYER_033,2024-04-19 20:30:00,1454.913557,14349.646663,,,,
92,PLAYER_033,2024-04-19 23:30:00,36.814993,491.845159,,,,
93,PLAYER_033,2024-04-22 18:00:00,880.656896,7814.952804,,,,
94,PLAYER_033,2024-04-22 20:26:15,,,448.25,207.763875,427.25,198.030375
95,PLAYER_033,2024-04-23 19:00:00,1059.760032,9780.016929,,,,
96,PLAYER_033,2024-04-24 17:44:00,820.12015,7490.856746,,,,
97,PLAYER_033,2024-04-25 19:00:00,379.331349,3382.289502,,,,
98,PLAYER_033,2024-04-26 19:10:00,1623.737569,16214.096801,,,,
99,PLAYER_033,2024-08-06 14:10:14,,,381.75,173.505375,424.25,192.821625
100,PLAYER_033,2024-08-06 20:30:01,1054.532083,9236.356707,,,,
101,PLAYER_033,2024-08-07 20:30:26,842.867928,7702.233038,,,,
102,PLAYER_033,2024-08-08 13:30:00,612.228323,5257.976018,,,,
103,PLAYER_033,2024-08-08 20:30:10,880.63997,8797.442011,,,,
104,PLAYER_033,2024-08-09 15:00:00,4.550841,0.617673,,,,
105,PLAYER_033,2024-08-10 21:00:09,795.995977,7921.23927,,,,
106,PLAYER_033,2024-08-12 13:30:26,1144.121987,10845.538955,,,,
107,PLAYER_033,2024-08-12 20:30:00,877.705338,8229.171692,,,,
108,PLAYER_033,2024-08-13 13:30:00,654.592058,5973.023593,,,,
109,PLAYER_033,2024-08-13 20:30:52,510.040108,3845.525896,,,,
110,PLAYER_033,2024-08-14 15:45:20,686.805491,6157.260308,,,,
111,PLAYER_033,2024-08-21 16:00:10,483.675209,4131.965517,,,,
112,PLAYER_033,2024-08-22 20:15:20,1278.541426,13055.268745,,,,
113,PLAYER_033,2024-08-23 15:45:12,276.591778,1839.395857,,,,
114,PLAYER_033,2024-08-24 17:45:33,581.377789,4852.997367,,,,
115,PLAYER_033,2024-08-25 23:20:00,1329.489567,14033.113232,,,,
116,PLAYER_033,2024-08-27 15:00:50,665.987622,5721.833112,,,,
117,PLAYER_033,2024-08-28 15:30:49,675.141619,6042.816043,,,,
118,PLAYER_033,2024-08-29 22:20:45,1322.604678,14006.623838,,,,
119,PLAYER_033,2024-09-01 15:00:52,979.129811,8692.288237,,,,
120,PLAYER_033,2024-09-03 22:25:56,989.300959,10747.125243,,,,
121,PLAYER_033,2024-09-04 15:30:00,52.490757,229.217822,,,,
122,PLAYER_033,2024-09-05 15:30:04,722.699024,6651.781867,,,,
123,PLAYER_033,2024-09-06 20:30:57,673.170794,6129.501293,,,,
124,PLAYER_033,2024-09-07 22:40:03,1624.029987,17051.092936,,,,
125,PLAYER_033,2024-09-10 15:30:00,529.549092,4403.392089,,,,
126,PLAYER_033,2024-09-11 15:30:19,1083.473165,10547.821276,,,,
127,PLAYER_033,2024-09-12 15:30:52,746.045397,7113.147121,,,,
128,PLAYER_033,2024-09-13 16:15:49,419.992552,3589.730486,,,,
129,PLAYER_033,2024-09-14 16:45:00,1261.423265,13553.894293,,,,
130,PLAYER_033,2024-09-16 15:25:04,744.353892,6613.401612,,,,
131,PLAYER_033,2024-09-17 15:30:20,794.136209,7705.881721,,,,
132,PLAYER_033,2024-09-18 15:30:27,886.297048,8334.184957,,,,
133,PLAYER_033,2024-09-23 15:30:35,668.843348,6133.359182,,,,
134,PLAYER_033,2024-09-24 15:25:23,819.740741,7961.044898,,,,
135,PLAYER_033,2024-09-25 15:30:48,1072.092805,10973.178998,,,,
136,PLAYER_033,2024-09-26 15:30:54,701.773127,6666.792874,,,,
137,PLAYER_033,2024-09-27 18:50:13,1156.153881,12559.995461,,,,
138,PLAYER_033,2024-09-29 14:30:22,643.332884,5482.583829,,,,
139,PLAYER_033,2024-09-30 15:30:52,948.019788,9599.022916,,,,
140,PLAYER_033,2024-10-01 10:31:41,970.264407,8436.347475,,,,
141,PLAYER_033,2024-10-02 15:25:53,866.934639,8318.441981,,,,
142,PLAYER_033,2024-10-03 15:25:14,931.633027,9090.394981,,,,
143,PLAYER_033,2024-10-05 16:45:07,1245.006958,12763.587301,,,,
144,PLAYER_033,2024-10-07 15:30:02,805.968609,7283.62717,,,,
145,PLAYER_033,2024-10-08 22:30:35,1189.545885,12641.321305,,,,
146,PLAYER_033,2024-10-09 15:30:23,342.757796,2223.693596,,,,
147,PLAYER_033,2024-10-10 15:30:16,886.506744,8806.965614,,,,
148,PLAYER_033,2024-10-12 17:00:46,1298.383061,13922.569506,,,,
149,PLAYER_033,2024-10-15 15:30:55,807.687583,7002.438956,,,,
150,PLAYER_033,2024-10-16 15:25:21,816.18141,7778.582826,,,,
151,PLAYER_033,2024-10-17 15:30:01,781.943496,7240.388725,,,,
152,PLAYER_033,2024-10-19 17:31:58,1225.828288,12100.727634,,,,
153,PLAYER_033,2024-10-21 15:15:35,972.467556,8771.182448,,,,
154,PLAYER_033,2024-10-22 22:15:10,1720.918023,17023.563857,,,,
155,PLAYER_033,2024-10-24 15:20:54,862.715324,7968.455327,,,,
156,PLAYER_033,2024-10-26 22:00:24,1855.232721,17886.354244,,,,
157,PLAYER_033,2024-10-29 15:30:33,767.971961,6277.808706,,,,
158,PLAYER_033,2024-10-30 15:25:18,969.733754,8962.50119,,,,
159,PLAYER_033,2024-10-30 17:53:54,,,366.5,166.57425,436.5,198.38925
160,PLAYER_033,2024-10-31 15:30:36,1053.793123,9265.5245,,,,
161,PLAYER_033,2024-11-01 15:25:58,826.408414,6970.898533,,,,
162,PLAYER_033,2024-11-02 16:20:47,1616.52653,16035.173757,,,,
163,PLAYER_033,2025-07-21 10:30:00,327.882466,3019.980159,,,,
164,PLAYER_033,2025-07-22 10:30:00,170.682093,1709.596629,,,,
165,PLAYER_033,2025-07-23 10:30:00,396.700979,3691.158733,,,,
166,PLAYER_033,2025-07-24 10:30:00,204.065349,1869.536713,,,,
167,PLAYER_033,2025-07-25 10:30:00,736.43676,7200.708189,,,,
168,PLAYER_033,2025-07-28 16:15:00,389.933392,3823.620481,,,,
169,PLAYER_033,2025-07-29 16:30:00,185.107523,1749.382769,,,,
170,PLAYER_033,2025-07-30 16:30:00,401.073336,3530.954969,,,,
171,PLAYER_033,2025-08-01 16:15:00,414.533456,2978.996491,,,,
172,PLAYER_033,2025-08-05 13:00:00,620.050281,5689.489478,,,,
173,PLAYER_033,2025-08-05 19:30:00,961.854807,8685.217444,,,,
174,PLAYER_033,2025-08-06 12:30:00,1133.263425,10107.121453,,,,
175,PLAYER_033,2025-08-06 20:15:00,826.382337,7431.189757,,,,
176,PLAYER_033,2025-08-07 13:15:00,574.583976,5230.603935,,,,
177,PLAYER_033,2025-08-07 20:15:00,868.882846,7833.030237,,,,
178,PLAYER_033,2025-08-08 13:15:00,845.442027,7584.417607,,,,
179,PLAYER_033,2025-08-08 20:10:00,704.870108,7400.916482,,,,
180,PLAYER_033,2025-08-09 13:15:00,444.700553,3114.069745,,,,
181,PLAYER_033,2025-08-10 15:10:00,892.425535,8570.35157,,,,
182,PLAYER_033,2025-08-11 18:30:00,1392.59978,13020.217941,,,,
183,PLAYER_033,2025-08-12 20:00:00,802.153508,7248.473014,,,,
184,PLAYER_033,2025-08-13 12:30:00,617.263037,5605.595348,,,,
185,PLAYER_033,2025-08-14 11:20:00,873.232762,8342.814441,,,,
186,PLAYER_033,2025-08-15 19:15:00,1526.450417,15265.875336,,,,
187,PLAYER_033,2025-08-18 14:00:00,1022.799492,10068.296526,,,,
188,PLAYER_033,2025-08-19 15:00:00,1280.390973,11889.579546,,,,
189,PLAYER_033,2025-08-20 14:30:00,886.46528,8141.561637,,,,
190,PLAYER_033,2025-08-21 21:30:00,1808.932635,18476.149903,,,,
191,PLAYER_033,2025-08-23 14:00:00,891.748952,8520.653025,,,,
192,PLAYER_033,2025-08-24 12:45:00,926.860423,8624.001792,,,,
193,PLAYER_033,2025-08-25 20:30:00,1628.737585,16308.430923,,,,
194,PLAYER_033,2025-08-26 14:45:00,589.286021,4864.387188,,,,
195,PLAYER_033,2025-08-28 14:30:00,675.017511,6699.883607,,,,
196,PLAYER_033,2025-08-30 21:00:00,1880.924638,19231.682026,,,,
197,PLAYER_033,2025-09-01 15:00:00,723.674757,6551.904384,,,,
198,PLAYER_033,2025-09-02 20:30:00,1524.094154,15175.438611,,,,
199,PLAYER_033,2025-09-04 14:45:00,432.626427,3948.166875,,,,
200,PLAYER_033,2025-09-06 21:30:00,1554.463911,15636.564093,,,,
201,PLAYER_033,2025-09-09 14:30:00,648.751354,6146.097774,,,,
202,PLAYER_033,2025-09-10 15:00:00,832.41607,8080.072353,,,,
203,PLAYER_033,2025-09-11 14:30:00,613.588153,5715.913869,,,,
204,PLAYER_033,2025-09-12 17:30:00,833.92687,7552.377625,,,,
205,PLAYER_033,2025-09-13 21:10:00,1629.687282,16667.606551,,,,
206,PLAYER_033,2025-09-15 15:15:00,744.201316,6548.534487,,,,
207,PLAYER_033,2025-09-16 20:45:00,1874.938911,18993.954699,,,,
208,PLAYER_033,2025-09-18 15:00:30,511.321491,4670.023728,,,,
209,PLAYER_033,2025-09-19 15:15:00,478.895711,4245.722241,,,,
210,PLAYER_033,2025-09-20 16:00:00,1521.303074,15468.684047,,,,
211,PLAYER_033,2025-09-21 13:00:00,345.006594,2966.584106,,,,
212,PLAYER_033,2025-09-22 20:45:00,939.246896,8058.116448,,,,
213,PLAYER_033,2025-09-24 15:15:00,806.547468,7527.794895,,,,
214,PLAYER_033,2025-09-25 14:30:00,737.2674,6656.121416,,,,
215,PLAYER_033,2025-09-27 14:00:00,392.730172,3263.914902,,,,
216,PLAYER_033,2025-09-30 21:00:00,1544.03928,15134.201059,,,,
217,PLAYER_033,2025-10-02 14:00:00,551.021285,4909.747857,,,,
218,PLAYER_033,2025-10-03 15:31:46,836.996089,8019.135023,,,,
219,PLAYER_033,2025-10-06 15:32:34,908.948924,8487.672575,,,,
220,PLAYER_033,2025-10-07 14:30:15,930.953103,9258.44381,,,,
221,PLAYER_033,2025-10-08 15:00:00,912.863097,8474.058302,,,,
222,PLAYER_033,2025-10-09 14:30:00,879.942687,7965.020135,,,,
223,PLAYER_033,2025-10-10 15:00:00,636.491796,5753.561302,,,,
224,PLAYER_033,2025-10-11 20:45:00,1756.758565,18419.751452,,,,
225,PLAYER_033,2025-10-14 20:30:00,1193.713379,11124.473086,,,,
226,PLAYER_033,2025-10-16 15:00:00,446.298287,3984.708437,,,,
227,PLAYER_033,2025-10-18 16:00:00,1906.847153,18745.242807,,,,
