,playername,timestamp,leftMaxForce,leftTorque,rightMaxForce,rightTorque
0,PLAYER_283,2023-02-09 16:28:52,540.5,265.11525,499.25,244.882125
1,PLAYER_283,2023-04-26 13:21:36,614.5,301.41225,504.5,247.45725
2,PLAYER_283,2023-06-05 15:17:03,608.0,303.696,496.25,247.876875
3,PLAYER_283,2023-06-26 15:46:36,565.0,287.3025,500.0,254.25
4,PLAYER_283,2023-07-13 15:08:51,451.5,201.14325,513.0,228.5415
5,PLAYER_283,2023-07-13 15:09:07,542.75,241.795125,493.0,219.6315
6,PLAYER_283,2023-07-13 15:09:30,438.75,195.463125,395.5,176.19525
7,PLAYER_283,2023-07-31 16:39:54,465.5,236.70675,430.25,218.782125
8,PLAYER_283,2023-08-20 21:01:22,380.25,193.357125,377.25,191.831625
9,PLAYER_283,2023-09-02 11:23:41,446.25,226.918125,427.5,217.38375
