,timestamp,metric,value,playername,team
25102,2024-11-02 16:20:47,accel_load_accum,826.351383,PLAYER_902,Mens Soccer
25103,2024-11-02 16:20:47,distance_total,6910.465664,PLAYER_902,Mens Soccer
25104,2024-11-01 15:25:58,accel_load_accum,843.60491,PLAYER_902,Mens Soccer
25105,2024-11-01 15:25:58,distance_total,6681.043421,PLAYER_902,Mens Soccer
25106,2024-10-31 15:30:36,accel_load_accum,993.784526,PLAYER_902,Mens Soccer
25107,2024-10-31 15:30:36,distance_total,8186.098834,PLAYER_902,Mens Soccer
25108,2024-10-30 18:14:54,leftMaxForce,297.0,PLAYER_902,Men's Soccer
25109,2024-10-30 18:14:54,leftTorque,121.6215,PLAYER_902,Men's Soccer
25110,2024-10-30 18:14:54,rightMaxForce,379.75,PLAYER_902,Men's Soccer
25111,2024-10-30 18:14:54,rightTorque,155.507625,PLAYER_902,Men's Soccer
25112,2024-10-30 15:25:18,accel_load_accum,1014.471995,PLAYER_902,Mens Soccer
25113,2024-10-30 15:25:18,distance_total,8636.883614,PLAYER_902,Mens Soccer
25114,2024-10-26 22:00:24,accel_load_accum,732.765248,PLAYER_902,Mens Soccer
25115,2024-10-26 22:00:24,distance_total,4840.478415,PLAYER_902,Mens Soccer
25116,2024-10-25 21:05:38,accel_load_accum,644.648071,PLAYER_902,Mens Soccer
25117,2024-10-25 21:05:38,distance_total,4758.899233,PLAYER_902,Mens Soccer
25118,2024-10-24 15:20:54,accel_load_accum,950.330696,PLAYER_902,Mens Soccer
25119,2024-10-24 15:20:54,distance_total,7661.740026,PLAYER_902,Mens Soccer
25120,2024-10-22 22:15:10,accel_load_accum,842.038057,PLAYER_902,Mens Soccer
25121,2024-10-22 22:15:10,distance_total,7430.08657,PLAYER_902,Mens Soccer
25122,2024-10-21 15:15:35,accel_load_accum,1015.272694,PLAYER_902,Mens Soccer
25123,2024-10-21 15:15:35,distance_total,8480.830112,PLAYER_902,Mens Soccer
25124,2024-10-19 17:31:58,accel_load_accum,646.637187,PLAYER_902,Mens Soccer
25125,2024-10-19 17:31:58,distance_total,5184.859063,PLAYER_902,Mens Soccer
25126,2024-10-18 21:00:25,accel_load_accum,512.356629,PLAYER_902,Mens Soccer
25127,2024-10-18 21:00:25,distance_total,3315.532398,PLAYER_902,Mens Soccer
25128,2024-10-17 15:30:01,accel_load_accum,772.300139,PLAYER_902,Mens Soccer
25129,2024-10-17 15:30:01,distance_total,6597.831207,PLAYER_902,Mens Soccer
