,playername,timestamp,leftMaxForce,leftTorque,rightMaxForce,rightTorque
0,PLAYER_611,2022-08-25 13:30:12,335.5,155.50425,316.0,146.466
1,PLAYER_611,2022-09-06 13:30:12,341.0,158.0535,322.0,149.247
2,PLAYER_611,2022-09-20 13:31:32,339.5,157.35825,315.5,146.23425
3,PLAYER_611,2022-10-04 13:31:38,263.75,122.248125,296.75,137.543625
4,PLAYER_611,2022-11-17 14:54:21,304.0,140.904,323.0,149.7105
5,PLAYER_611,2023-01-21 18:10:23,191.5,88.76025,249.0,115.4115
6,PLAYER_611,2023-04-18 13:29:45,270.75,125.492625,310.5,143.91675
7,PLAYER_611,2023-11-06 17:59:37,381.75,176.941125,340.25,157.705875
8,PLAYER_611,2023-11-28 17:06:00,259.0,120.0465,226.0,104.751
9,PLAYER_611,2023-11-30 17:37:01,248.0,114.948,321.25,148.899375
10,PLAYER_611,2024-01-18 19:02:04,287.75,133.372125,275.0,127.4625
11,PLAYER_611,2024-04-02 16:59:22,265.5,,280.25,
