,team,metric,playername,data_source,player_mean_value,team_avg_value,percent_difference_from_team_mean,timestamp
295,Womens Soccer,leftMaxForce,PLAYER_746,vald,401.83,304.06,32.15483786094849,2025-07-14 11:18:24
296,Womens Soccer,leftMaxForce,PLAYER_747,vald,400.5,304.06,31.71742419259357,2025-08-26 20:19:11
297,Womens Soccer,leftMaxForce,PLAYER_480,vald,400.3,304.06,31.651647701111624,2025-08-26 20:05:22
298,Womens Soccer,leftMaxForce,PLAYER_780,vald,375.82,304.06,23.60060514372163,2024-04-03 17:57:18
299,Womens Soccer,leftTorque,PLAYER_780,vald,177.58,124.23,42.944538356274656,2022-08-05 13:20:35
300,Womens Soccer,leftTorque,PLAYER_896,vald,171.37,124.23,37.9457457940916,2022-08-06 13:28:08
301,Womens Soccer,leftTorque,PLAYER_746,vald,168.17,124.23,35.369878451259744,2024-09-24 18:26:22
302,Womens Soccer,leftTorque,PLAYER_747,vald,164.0,124.23,32.013201320132005,2025-01-27 12:47:59
303,Womens Soccer,leftTorque,PLAYER_078,vald,162.52,124.23,30.821862674072285,2025-01-27 12:38:13
304,Womens Soccer,rightMaxForce,PLAYER_078,vald,401.38,291.8,37.553118574365996,2025-01-27 12:38:13
305,Womens Soccer,rightMaxForce,PLAYER_747,vald,377.25,291.8,29.283755997258393,2025-08-26 20:19:11
306,Womens Soccer,rightMaxForce,PLAYER_780,vald,369.38,291.8,26.586703221384507,2023-07-19 13:11:14
307,Womens Soccer,rightMaxForce,PLAYER_746,vald,359.88,291.8,23.331048663468124,2024-07-15 15:34:20
308,Womens Soccer,rightMaxForce,PLAYER_896,vald,356.67,291.8,22.230980123372174,2022-08-30 18:15:30
309,Womens Soccer,rightTorque,PLAYER_896,vald,178.16,119.28,49.362843729040904,2022-07-19 12:10:16
310,Womens Soccer,rightTorque,PLAYER_780,vald,174.53,119.28,46.319584171696846,2024-07-15 15:19:23
311,Womens Soccer,rightTorque,PLAYER_747,vald,154.48,119.28,29.510395707578795,2025-01-27 12:47:59
312,Womens Soccer,rightTorque,PLAYER_746,vald,150.61,119.28,26.26592890677399,2025-07-14 11:18:24
313,Womens Soccer,rightTorque,PLAYER_078,vald,149.91,119.28,25.67907444668008,2025-01-27 12:38:13
